team,scorer,goals_total,op_goals_w,pen_goals_w,matches_w,op_rate,pen_rate,last_date
Estonia,Siim Luts,2,0.207,0.0,39.9,0.0052,0.0,2018-10-15
Norway,Ole Selnæs,2,0.207,0.0,39.1,0.0053,0.0,2018-10-13
Senegal,Kara Mbodji,3,0.207,0.0,51.4,0.004,0.0,2017-11-14
Finland,Paulus Arajuuri,3,0.207,0.0,38.2,0.0054,0.0,2017-10-09
Belarus,Roman Yuzepchuk,1,0.206,0.0,36.2,0.0057,0.0,2020-10-14
Paraguay,Gastón Giménez,1,0.206,0.0,39.1,0.0053,0.0,2020-10-13
Luxembourg,Edvin Muratović,1,0.206,0.0,34.0,0.006,0.0,2020-10-13
Liberia,William Jebor,4,0.154,0.051,26.5,0.0058,0.0019,2015-10-13
Belarus,Alyaksandr Sachywka,1,0.205,0.0,36.2,0.0057,0.0,2020-10-11
Hungary,Norbert Könyves,1,0.205,0.0,38.7,0.0053,0.0,2020-10-11
Estonia,Frank Liivak,1,0.0,0.205,39.9,0.0,0.0051,2020-10-11
North Macedonia,Gjoko Zajkov,1,0.205,0.0,36.8,0.0056,0.0,2020-10-11
Niger,Moussa Maâzou,4,0.154,0.051,30.9,0.005,0.0017,2015-10-13
Azerbaijan,Araz Abdullayev,2,0.205,0.0,35.6,0.0058,0.0,2018-10-14
Uruguay,Maxi Gómez,1,0.205,0.0,43.2,0.0047,0.0,2020-10-08
Norway,Mathias Normann,1,0.205,0.0,39.1,0.0052,0.0,2020-10-08
Kosovo,Florent Hadergjonaj,1,0.205,0.0,34.0,0.006,0.0,2020-10-08
Bulgaria,Georgi Yomov,1,0.205,0.0,35.6,0.0058,0.0,2020-10-08
Scotland,James McArthur,3,0.204,0.0,41.1,0.005,0.0,2017-09-01
Chad,Ezechiel N'Douassel,2,0.053,0.151,18.6,0.0028,0.0081,2019-09-05
Wales,Tom Lawrence,2,0.204,0.0,37.5,0.0054,0.0,2018-09-06
Algeria,Hillal Soudani,6,0.204,0.0,53.4,0.0038,0.0,2016-10-09
Georgia,Giorgi Merebashvili,2,0.203,0.0,37.4,0.0054,0.0,2018-11-19
Taiwan,Wen Chih-hao,2,0.201,0.0,19.4,0.0104,0.0,2019-09-05
Qatar,Mohammed Musa,4,0.201,0.0,54.5,0.0037,0.0,2015-10-13
Uzbekistan,Server Djeparov,14,0.191,0.009,42.5,0.0045,0.0002,2015-11-17
Ivory Coast,Salomon Kalou,13,0.193,0.007,46.1,0.0042,0.0002,2013-11-16
Armenia,Wbeimar Angulo Mosquera,1,0.2,0.0,34.4,0.0058,0.0,2020-09-08
Iceland,Hólmbert Friðjónsson,1,0.2,0.0,42.1,0.0048,0.0,2020-09-08
Greece,Theofanis Gekas,19,0.191,0.01,36.4,0.0052,0.0003,2013-03-22
Austria,Karim Onisiwo,1,0.2,0.0,41.4,0.0048,0.0,2020-09-07
Israel,Ilay Elmkies,1,0.2,0.0,32.0,0.0063,0.0,2020-09-07
Romania,Dragoș Grigore,1,0.2,0.0,38.6,0.0052,0.0,2020-09-07
Kosovo,Bernard Berisha,1,0.2,0.0,34.0,0.0059,0.0,2020-09-06
Slovenia,Damjan Bohar,1,0.2,0.0,38.4,0.0052,0.0,2020-09-06
Greece,Dimitris Siovas,1,0.2,0.0,36.4,0.0055,0.0,2020-09-06
Spain,Ansu Fati,1,0.2,0.0,47.3,0.0042,0.0,2020-09-06
Gibraltar,Graeme Torrilla,1,0.2,0.0,33.2,0.006,0.0,2020-09-05
Belgium,Jason Denayer,1,0.2,0.0,44.8,0.0045,0.0,2020-09-05
Turkey,Selçuk İnan,5,0.148,0.051,43.9,0.0034,0.0012,2015-10-13
Faroe Islands,Andreas Olsen,1,0.2,0.0,33.9,0.0059,0.0,2020-09-03
Russia,Vyacheslav Karavayev,1,0.2,0.0,31.3,0.0064,0.0,2020-09-03
Faroe Islands,Brandur Hendriksson,1,0.2,0.0,33.9,0.0059,0.0,2020-09-03
Republic of Ireland,Jeff Hendrick,2,0.199,0.0,37.6,0.0053,0.0,2019-03-23
Cook Islands,Taylor Saghabi,4,0.199,0.0,5.2,0.0385,0.0,2015-09-02
Switzerland,Michael Lang,3,0.199,0.0,45.1,0.0044,0.0,2018-10-15
North Korea,Jang Kuk-chol,2,0.199,0.0,17.6,0.0113,0.0,2019-09-10
Cape Verde,Héldon Ramos,5,0.157,0.042,38.7,0.0041,0.0011,2015-11-17
Philippines,Javier Patiño,2,0.198,0.0,31.4,0.0063,0.0,2019-09-05
Kyrgyzstan,Anton Zemlianukhin,4,0.146,0.051,28.1,0.0052,0.0018,2015-11-17
Latvia,Aleksandrs Cauņa,10,0.14,0.057,34.6,0.0041,0.0017,2015-10-10
Spain,Pedro,7,0.197,0.0,47.3,0.0042,0.0,2014-11-15
Croatia,Domagoj Vida,2,0.196,0.0,45.5,0.0043,0.0,2018-07-07
Slovenia,Valter Birsa,6,0.118,0.078,38.4,0.0031,0.002,2017-09-04
Israel,Omer Damari,5,0.196,0.0,32.0,0.0061,0.0,2014-11-16
Portugal,Bruno Alves,8,0.195,0.0,47.0,0.0042,0.0,2016-11-13
Chile,Esteban Paredes,4,0.195,0.0,40.1,0.0049,0.0,2017-03-28
Greece,Dimitris Salpingidis,10,0.174,0.021,36.4,0.0048,0.0006,2013-11-15
Madagascar,Anicet Abel,2,0.194,0.0,29.7,0.0065,0.0,2019-06-22
Scotland,Chris Martin,3,0.194,0.0,41.1,0.0047,0.0,2017-03-26
Uruguay,Martín Cáceres,3,0.193,0.0,43.2,0.0045,0.0,2017-10-10
India,Jeje Lalpekhlua,3,0.193,0.0,32.2,0.006,0.0,2019-01-06
England,Theo Walcott,7,0.193,0.0,47.5,0.0041,0.0,2015-10-09
Netherlands,Rafael van der Vaart,15,0.171,0.022,45.5,0.0037,0.0005,2013-10-11
New Zealand,Michael McGlinchey,4,0.193,0.0,32.7,0.0059,0.0,2017-09-01
Nigeria,Mikel John Obi,5,0.193,0.0,48.4,0.004,0.0,2017-09-01
Brazil,Thiago Silva,3,0.192,0.0,45.1,0.0043,0.0,2018-06-27
Argentina,Marcos Rojo,3,0.192,0.0,46.5,0.0041,0.0,2018-06-26
Sweden,Isaac Kiese Thelin,2,0.192,0.0,43.6,0.0044,0.0,2018-09-10
Burkina Faso,Jonathan Pitroipa,7,0.139,0.053,44.7,0.0031,0.0012,2015-11-17
Cyprus,Nestoras Mitidis,4,0.192,0.0,35.3,0.0054,0.0,2015-10-13
Brazil,Fred,8,0.191,0.0,45.1,0.0042,0.0,2014-06-23
Faroe Islands,Hallur Hansson,3,0.191,0.0,33.9,0.0056,0.0,2018-09-07
United States,Eddie Johnson,16,0.185,0.005,57.9,0.0032,0.0001,2013-09-10
Thailand,Mongkol Tossakrai,3,0.19,0.0,45.2,0.0042,0.0,2017-06-13
Haiti,Jean-Eudes Maurice,8,0.155,0.034,35.3,0.0044,0.001,2015-09-04
Portugal,João Moutinho,4,0.187,0.0,47.0,0.004,0.0,2016-10-10
Iraq,Justin Meram,3,0.137,0.05,51.5,0.0027,0.001,2017-08-31
Belarus,Sergei Kornilenko,10,0.121,0.065,36.2,0.0033,0.0018,2015-09-05
Thailand,Pokklaw Anan,3,0.186,0.0,45.2,0.0041,0.0,2017-09-05
Montenegro,Mirko Vučinić,9,0.176,0.009,35.2,0.005,0.0003,2015-10-09
Pakistan,Hassan Bashir,2,0.0,0.185,16.4,0.0,0.0113,2019-06-11
Nigeria,Emmanuel Emenike,7,0.155,0.03,48.4,0.0032,0.0006,2013-10-13
England,Frank Lampard,19,0.083,0.101,47.5,0.0017,0.0021,2013-03-22
Iceland,Kári Árnason,4,0.182,0.0,42.1,0.0043,0.0,2017-10-06
Czech Republic,Theodor Gebre Selassie,3,0.181,0.0,42.5,0.0042,0.0,2017-06-10
Senegal,Diafra Sakho,2,0.181,0.0,51.4,0.0035,0.0,2017-11-10
Syria,Firas Al-Khatib,5,0.014,0.165,38.4,0.0004,0.0043,2019-09-05
United States,Graham Zusi,4,0.179,0.0,57.9,0.0031,0.0,2016-06-07
Iran,Javad Nekounam,17,0.156,0.023,42.0,0.0037,0.0005,2013-06-11
Ecuador,Romario Ibarra,2,0.178,0.0,44.1,0.004,0.0,2017-10-10
Mexico,Giovani dos Santos,9,0.178,0.0,63.7,0.0028,0.0,2015-07-09
Czech Republic,Jan Kopic,2,0.178,0.0,42.5,0.0042,0.0,2017-10-08
England,Dele Alli,2,0.177,0.0,47.5,0.0037,0.0,2018-07-07
Croatia,Ivica Olić,12,0.177,0.0,45.5,0.0039,0.0,2015-03-28
Turkey,Umut Bulut,6,0.176,0.0,43.9,0.004,0.0,2014-10-10
Bolivia,Pablo Daniel Escobar,4,0.176,0.0,40.6,0.0043,0.0,2016-10-11
Kuwait,Fahad Al Ansari,2,0.176,0.0,39.8,0.0044,0.0,2019-11-14
Algeria,Yacine Brahimi,3,0.175,0.0,53.4,0.0033,0.0,2017-09-02
Mexico,Néstor Araujo,3,0.175,0.0,63.7,0.0027,0.0,2017-06-24
Russia,Alan Dzagoev,8,0.175,0.0,31.3,0.0056,0.0,2015-09-08
China,Jiang Ning,3,0.175,0.0,32.8,0.0053,0.0,2016-03-24
Greece,Sokratis Papastathopoulos,3,0.174,0.0,36.4,0.0048,0.0,2017-11-09
Croatia,Eduardo da Silva,18,0.174,0.0,45.5,0.0038,0.0,2013-03-26
Spain,Juan Mata,9,0.164,0.01,47.3,0.0035,0.0002,2014-06-23
Cape Verde,Nuno Miguel Monteiro Rocha,2,0.087,0.087,38.7,0.0022,0.0022,2017-09-01
France,Thomas Lemar,2,0.173,0.0,47.7,0.0036,0.0,2017-08-31
Haiti,Kervens Belfort,6,0.156,0.017,35.3,0.0044,0.0005,2016-01-08
Cambodia,Kouch Sokumpheak,3,0.173,0.0,26.2,0.0066,0.0,2019-06-06
Panama,Gabriel Enrique Gómez,5,0.141,0.031,56.7,0.0025,0.0005,2017-03-28
Australia,Robbie Kruse,4,0.172,0.0,41.1,0.0042,0.0,2017-10-05
Montenegro,Dejan Damjanović,7,0.124,0.047,35.2,0.0035,0.0013,2015-06-14
New Zealand,Shane Smeltz,14,0.164,0.006,32.7,0.005,0.0002,2012-10-12
Panama,Felipe Baloy,3,0.169,0.0,56.7,0.003,0.0,2018-06-24
Palestine,Jonathan Cantillana,3,0.169,0.0,32.9,0.0051,0.0,2016-03-29
Nicaragua,Raúl Leguías,5,0.169,0.0,32.7,0.0052,0.0,2015-06-16
Paraguay,Édgar Benítez,5,0.169,0.0,39.1,0.0043,0.0,2016-03-29
Armenia,Ruslan Koryan,2,0.168,0.0,34.4,0.0049,0.0,2017-09-04
France,Franck Ribéry,10,0.139,0.029,47.7,0.0029,0.0006,2013-10-15
Jamaica,Romario Williams,2,0.167,0.0,50.0,0.0033,0.0,2017-07-20
Romania,Adrian Mutu,24,0.112,0.055,38.6,0.0029,0.0014,2013-03-22
Australia,James Troisi,3,0.166,0.0,41.1,0.004,0.0,2017-06-25
Oman,Amad Al-Hosni,10,0.12,0.047,47.1,0.0025,0.001,2015-09-03
Australia,Nathan Burns,3,0.166,0.0,41.1,0.004,0.0,2016-03-24
Belarus,Timofei Kalachev,10,0.166,0.0,36.2,0.0046,0.0,2015-03-27
China,Hao Junmin,7,0.15,0.016,32.8,0.0046,0.0005,2016-09-01
El Salvador,Osael Romero,11,0.148,0.017,44.1,0.0034,0.0004,2012-09-11
Slovenia,Robert Berić,2,0.165,0.0,38.4,0.0043,0.0,2018-09-09
Mexico,Marco Fabián,4,0.138,0.028,63.7,0.0022,0.0004,2017-06-29
Northern Ireland,Chris Brunt,3,0.164,0.0,35.2,0.0047,0.0,2017-09-04
New Caledonia,Bertrand Kaï,6,0.164,0.0,14.3,0.0115,0.0,2016-06-05
Germany,Amin Younes,2,0.164,0.0,46.1,0.0036,0.0,2017-06-29
DR Congo,Yannick Bolasie,3,0.164,0.0,44.0,0.0037,0.0,2016-11-13
South Africa,Tokelo Rantie,3,0.164,0.0,49.4,0.0033,0.0,2017-09-01
Bosnia and Herzegovina,Senad Lulić,3,0.164,0.0,38.1,0.0043,0.0,2017-09-03
Norway,Markus Henriksen,3,0.164,0.0,39.1,0.0042,0.0,2017-10-05
Serbia,Mijat Gaćinović,2,0.164,0.0,39.4,0.0042,0.0,2017-09-02
Angola,Djalma Campos,2,0.163,0.0,37.0,0.0044,0.0,2019-06-24
United Arab Emirates,Ismail Matar,10,0.157,0.007,43.9,0.0036,0.0002,2016-11-15
Singapore,Fazrul Nawaz,4,0.163,0.0,36.1,0.0045,0.0,2016-03-29
New Zealand,Rory Fallon,4,0.163,0.0,32.7,0.005,0.0,2016-05-31
Solomon Islands,Benjamin Totori,5,0.163,0.0,21.6,0.0075,0.0,2017-06-09
New Caledonia,Mone Wamowe,2,0.162,0.0,14.3,0.0114,0.0,2017-06-07
Liechtenstein,Sandro Wieser,2,0.162,0.0,34.6,0.0047,0.0,2018-09-09
Russia,Roman Pavlyuchenko,16,0.115,0.047,31.3,0.0037,0.0015,2012-06-08
Ecuador,Antonio Valencia,8,0.162,0.0,44.1,0.0037,0.0,2016-10-06
Syria,Sanharib Malki,4,0.162,0.0,38.4,0.0042,0.0,2016-03-24
Czech Republic,Milan Škoda,3,0.162,0.0,42.5,0.0038,0.0,2016-06-17
Peru,Christian Ramos,2,0.161,0.0,40.0,0.004,0.0,2017-11-15
Laos,Khampheng Sayavutthi,4,0.114,0.047,19.3,0.0059,0.0024,2015-10-13
Kazakhstan,Sergei Khizhnichenko,5,0.161,0.0,35.6,0.0045,0.0,2016-09-04
North Korea,Ri Hyok-chol,4,0.16,0.0,17.6,0.0091,0.0,2016-03-29
Kyrgyzstan,Tamirlan Kozubaev,1,0.16,0.0,28.1,0.0057,0.0,2019-11-19
Latvia,Mārcis Ošs,1,0.16,0.0,34.6,0.0046,0.0,2019-11-19
Northern Ireland,Michael Smith,1,0.16,0.0,35.2,0.0046,0.0,2019-11-19
Jordan,Salem Al-Ajalin,1,0.16,0.0,54.5,0.0029,0.0,2019-11-19
Maldives,Ali Samooh,1,0.16,0.0,23.1,0.0069,0.0,2019-11-19
Tajikistan,Jahongir Ergashev,1,0.16,0.0,29.9,0.0054,0.0,2019-11-19
Singapore,Hafiz Nor,1,0.16,0.0,36.1,0.0044,0.0,2019-11-19
Hong Kong,Roberto Orlando Affonso Júnior,1,0.16,0.0,34.3,0.0047,0.0,2019-11-19
Syria,Ward Al Salama,1,0.16,0.0,38.4,0.0042,0.0,2019-11-19
Netherlands,Myron Boadu,1,0.16,0.0,45.5,0.0035,0.0,2019-11-19
Russia,Nikolay Komlichenko,1,0.16,0.0,31.3,0.0051,0.0,2019-11-19
Hong Kong,James Ha,1,0.16,0.0,34.3,0.0047,0.0,2019-11-19
Turkmenistan,Abdy Bäşimow,1,0.16,0.0,16.1,0.01,0.0,2019-11-19
Poland,Jacek Góralski,1,0.16,0.0,40.6,0.0039,0.0,2019-11-19
Russia,Sergei Petrov,1,0.16,0.0,31.3,0.0051,0.0,2019-11-19
Guam,John Matkin,1,0.16,0.0,11.4,0.014,0.0,2019-11-19
South Korea,Lee Keun-ho,9,0.16,0.0,47.9,0.0033,0.0,2014-06-17
Saudi Arabia,Nasser Al-Shamrani,7,0.16,0.0,59.9,0.0027,0.0,2016-10-06
Switzerland,Loris Benito,1,0.16,0.0,45.1,0.0036,0.0,2019-11-18
Malta,Paul Fenech,1,0.16,0.0,33.3,0.0048,0.0,2019-11-18
Bosnia and Herzegovina,Eldar Ćivić,1,0.16,0.0,38.1,0.0042,0.0,2019-11-18
Italy,Riccardo Orsolini,1,0.16,0.0,41.7,0.0038,0.0,2019-11-18
Sweden,John Guidetti,1,0.16,0.0,43.6,0.0037,0.0,2019-11-18
Sweden,Sebastian Andersson,1,0.16,0.0,43.6,0.0037,0.0,2019-11-18
Greece,Konstantinos Galanopoulos,1,0.16,0.0,36.4,0.0044,0.0,2019-11-18
Armenia,Edgar Babayan,1,0.16,0.0,34.4,0.0047,0.0,2019-11-18
England,Harry Winks,1,0.16,0.0,47.5,0.0034,0.0,2019-11-17
France,Corentin Tolisso,1,0.16,0.0,47.7,0.0034,0.0,2019-11-17
Norway,Iver Fossum,1,0.16,0.0,39.1,0.0041,0.0,2019-11-15
Italy,Francesco Acerbi,1,0.16,0.0,41.7,0.0038,0.0,2019-11-15
Finland,Jasse Tuominen,1,0.16,0.0,38.2,0.0042,0.0,2019-11-15
Norway,Tore Reginiussen,1,0.16,0.0,39.1,0.0041,0.0,2019-11-15
Spain,Pau Torres,1,0.16,0.0,47.3,0.0034,0.0,2019-11-15
Portugal,Pizzi,1,0.16,0.0,47.0,0.0034,0.0,2019-11-14
Turkmenistan,Mihail Titow,1,0.16,0.0,16.1,0.0099,0.0,2019-11-14
Czech Republic,Ondřej Čelůstka,1,0.16,0.0,42.5,0.0038,0.0,2019-11-14
Myanmar,Maung Maung Lwin,1,0.16,0.0,29.9,0.0053,0.0,2019-11-14
Tajikistan,Farkhod Vosiyev,1,0.16,0.0,29.9,0.0053,0.0,2019-11-14
Portugal,Gonçalo Paciência,1,0.16,0.0,47.0,0.0034,0.0,2019-11-14
Oman,Amran Al-Hidi,1,0.16,0.0,47.1,0.0034,0.0,2019-11-14
Bangladesh,Biplu Ahmed,1,0.16,0.0,30.1,0.0053,0.0,2019-11-14
Kuwait,Faisal Ajab Al-Azemi,1,0.16,0.0,39.8,0.004,0.0,2019-11-14
Malaysia,Brendan Gan,1,0.16,0.0,36.9,0.0043,0.0,2019-11-14
Afghanistan,Zelfy Nazary,1,0.16,0.0,20.7,0.0077,0.0,2019-11-14
Kuwait,Mobarak Al-Faneeni,1,0.16,0.0,39.8,0.004,0.0,2019-11-14
Czech Republic,Alex Král,1,0.16,0.0,42.5,0.0038,0.0,2019-11-14
India,Seiminlen Doungel,1,0.16,0.0,32.2,0.005,0.0,2019-11-14
Maldives,Naiz Hassan,1,0.16,0.0,23.1,0.0069,0.0,2019-11-14
Kuwait,Shabib Al-Khaldi,1,0.16,0.0,39.8,0.004,0.0,2019-11-14
Burkina Faso,Banou Diawara,2,0.159,0.0,44.7,0.0036,0.0,2017-11-14
Honduras,Eddie Hernández,2,0.159,0.0,43.8,0.0036,0.0,2017-10-07
Germany,Mats Hummels,3,0.158,0.0,46.1,0.0034,0.0,2017-09-01
Papua New Guinea,Patrick Aisa,2,0.158,0.0,17.0,0.0093,0.0,2017-06-09
Austria,Zlatko Junuzović,5,0.158,0.0,41.4,0.0038,0.0,2015-09-05
Brazil,Douglas Costa,3,0.158,0.0,45.1,0.0035,0.0,2016-03-25
Palestine,Ahmad Abu Nahyeh,3,0.158,0.0,32.9,0.0048,0.0,2015-11-12
Saint Kitts and Nevis,Orlando Mitchum,5,0.158,0.0,26.8,0.0059,0.0,2015-06-11
Morocco,Youssef El-Arabi,5,0.158,0.0,57.3,0.0027,0.0,2015-11-12
Jordan,Baha' Abdel-Rahman,3,0.158,0.0,54.5,0.0029,0.0,2019-01-20
Ukraine,Andriy Shevchenko,40,0.131,0.026,39.0,0.0034,0.0007,2012-06-11
Brazil,Luís Fabiano,20,0.149,0.008,45.1,0.0033,0.0002,2010-06-28
Tunisia,Ahmed Akaïchi,4,0.157,0.0,52.8,0.003,0.0,2015-01-31
Bosnia and Herzegovina,Emir Spahić,4,0.157,0.0,38.1,0.0041,0.0,2016-09-06
Bahrain,Mohammed Al-Hardan,1,0.0,0.156,46.7,0.0,0.0033,2019-10-15
Georgia,Giorgi Kvilitaia,1,0.156,0.0,37.4,0.0042,0.0,2019-10-15
Indonesia,Irfan Bachdim,1,0.156,0.0,41.6,0.0037,0.0,2019-10-15
Iraq,Ahmad Ibrahim Khalaf,1,0.156,0.0,51.5,0.003,0.0,2019-10-15
Taiwan,Chen Yi-wei,1,0.156,0.0,19.4,0.008,0.0,2019-10-15
Vietnam,Đỗ Duy Mạnh,1,0.156,0.0,36.3,0.0043,0.0,2019-10-15
Jordan,Feras Shelbaieh,1,0.0,0.156,54.5,0.0,0.0029,2019-10-15
Iraq,Amjad Attwan,1,0.156,0.0,51.5,0.003,0.0,2019-10-15
Bangladesh,Saad Uddin,1,0.156,0.0,30.1,0.0052,0.0,2019-10-15
Switzerland,Edimilson Fernandes,1,0.156,0.0,45.1,0.0035,0.0,2019-10-15
India,Adil Khan,1,0.156,0.0,32.2,0.0048,0.0,2019-10-15
Thailand,Ekanit Panya,1,0.156,0.0,45.2,0.0035,0.0,2019-10-15
Georgia,Giorgi Kharaishvili,1,0.156,0.0,37.4,0.0042,0.0,2019-10-15
Albania,Lorenc Trashi,1,0.156,0.0,37.6,0.0042,0.0,2019-10-14
South Korea,Ji Dong-won,7,0.156,0.0,47.9,0.0033,0.0,2016-10-06
Hungary,Mihály Korhut,1,0.156,0.0,38.7,0.004,0.0,2019-10-13
Scotland,Stuart Findlay,1,0.156,0.0,41.1,0.0038,0.0,2019-10-13
Uzbekistan,Marat Bikmaev,4,0.156,0.0,42.5,0.0037,0.0,2016-11-15
Bulgaria,Stanislav Manolev,4,0.156,0.0,35.6,0.0044,0.0,2017-08-31
Bosnia and Herzegovina,Ermin Bičakčić,3,0.156,0.0,38.1,0.0041,0.0,2017-03-25
Japan,Yuto Nagatomo,1,0.155,0.0,46.4,0.0033,0.0,2019-10-10
Uzbekistan,Islom Tukhtakhujaev,1,0.155,0.0,42.5,0.0037,0.0,2019-10-10
Uzbekistan,Sanjar Kodirkulov,1,0.155,0.0,42.5,0.0037,0.0,2019-10-10
Saudi Arabia,Abdullah Al-Hamdan,1,0.155,0.0,59.9,0.0026,0.0,2019-10-10
Kazakhstan,Temirlan Yerlanov,1,0.155,0.0,35.6,0.0044,0.0,2019-10-10
United Arab Emirates,Khalil Ibrahim,1,0.155,0.0,43.9,0.0035,0.0,2019-10-10
Uzbekistan,Jamshid Iskanderov,1,0.155,0.0,42.5,0.0037,0.0,2019-10-10
Japan,Kensuke Nagai,1,0.155,0.0,46.4,0.0033,0.0,2019-10-10
Belgium,Yari Verschaeren,1,0.0,0.155,44.8,0.0,0.0035,2019-10-10
United Arab Emirates,Tareq Ahmed,1,0.155,0.0,43.9,0.0035,0.0,2019-10-10
Iran,Mehrdad Mohammadi,1,0.155,0.0,42.0,0.0037,0.0,2019-10-10
Madagascar,Lalaïna Nomenjanahary,3,0.155,0.0,29.7,0.0052,0.0,2019-06-30
Botswana,Joel Mogorosi,3,0.155,0.0,30.7,0.0051,0.0,2015-11-14
China,Yu Hai,5,0.155,0.0,32.8,0.0047,0.0,2016-09-01
Turkey,Serdar Aziz,2,0.155,0.0,43.9,0.0035,0.0,2018-09-07
Israel,Eden Ben Basat,6,0.155,0.0,32.0,0.0048,0.0,2013-10-15
South Africa,Bernard Parker,7,0.126,0.029,49.4,0.0025,0.0006,2013-09-07
Eswatini,Sandile Hlatjwako,3,0.154,0.0,25.8,0.006,0.0,2015-10-17
Iraq,Saad Abdul-Amir,2,0.068,0.087,51.5,0.0013,0.0017,2017-08-31
Brazil,Robinho,18,0.143,0.01,45.1,0.0032,0.0002,2015-06-27
Japan,Yuya Kubo,2,0.154,0.0,46.4,0.0033,0.0,2017-03-28
Tahiti,Sylvain Graglia,2,0.153,0.0,12.1,0.0127,0.0,2017-03-23
Paraguay,Cristian Riveros,8,0.153,0.0,39.1,0.0039,0.0,2016-11-10
Palestine,Jaka Ihbeisheh,3,0.153,0.0,32.9,0.0046,0.0,2016-03-29
Mali,Seydou Keita,13,0.153,0.0,36.8,0.0042,0.0,2013-02-09
Philippines,Misagh Bahadoran,3,0.152,0.0,31.4,0.0048,0.0,2016-03-29
Angola,Geraldo,1,0.152,0.0,37.0,0.0041,0.0,2019-09-10
Tajikistan,Davron Ergashev,1,0.152,0.0,29.9,0.0051,0.0,2019-09-10
Angola,Fábio Abreu,1,0.152,0.0,37.0,0.0041,0.0,2019-09-10
Malawi,Gerald Phiri Jr.,1,0.0,0.152,33.7,0.0,0.0045,2019-09-10
South Korea,Na Sang-ho,1,0.152,0.0,47.9,0.0032,0.0,2019-09-10
Lithuania,Vytautas Andriuškevičius,1,0.152,0.0,36.3,0.0042,0.0,2019-09-10
France,Clément Lenglet,1,0.152,0.0,47.7,0.0032,0.0,2019-09-10
Somalia,Omar Mohamed,1,0.152,0.0,12.6,0.0121,0.0,2019-09-10
São Tomé and Príncipe,Iniesta,1,0.152,0.0,13.5,0.0113,0.0,2019-09-10
Turkey,Deniz Türüç,1,0.152,0.0,43.9,0.0035,0.0,2019-09-10
Togo,Gilles Sunu,1,0.152,0.0,27.6,0.0055,0.0,2019-09-10
Czech Republic,Lukáš Masopust,1,0.152,0.0,42.5,0.0036,0.0,2019-09-10
Gambia,Assan Ceesay,1,0.152,0.0,27.3,0.0056,0.0,2019-09-10
Namibia,Absalom Iimbondi,1,0.152,0.0,30.0,0.0051,0.0,2019-09-10
Albania,Kastriot Dermaku,1,0.152,0.0,37.6,0.004,0.0,2019-09-10
Rwanda,Djihad Bizimana,1,0.152,0.0,26.2,0.0058,0.0,2019-09-10
Guam,Marcus Lopez,1,0.0,0.152,11.4,0.0,0.0133,2019-09-10
South Korea,Jung Woo-young,1,0.152,0.0,47.9,0.0032,0.0,2019-09-10
Zimbabwe,Admiral Muskwe,1,0.152,0.0,30.5,0.005,0.0,2019-09-10
Singapore,Shakir Hamzah,1,0.152,0.0,36.1,0.0042,0.0,2019-09-10
Belgium,Thomas Vermaelen,1,0.152,0.0,44.8,0.0034,0.0,2019-09-09
Cyprus,Kostakis Artymatas,1,0.152,0.0,35.3,0.0043,0.0,2019-09-09
Germany,Marcel Halstenberg,1,0.152,0.0,46.1,0.0033,0.0,2019-09-09
France,Jonathan Ikoné,1,0.152,0.0,47.7,0.0032,0.0,2019-09-07
Ukraine,Marlos,1,0.152,0.0,39.0,0.0039,0.0,2019-09-07
Kosovo,Mërgim Vojvoda,1,0.152,0.0,34.0,0.0045,0.0,2019-09-07
Belarus,Nikita Naumov,1,0.152,0.0,36.2,0.0042,0.0,2019-09-06
Angola,Wilson Gaspar,1,0.152,0.0,37.0,0.0041,0.0,2019-09-06
Comoros,Ibroihim Djoudja,1,0.152,0.0,38.9,0.0039,0.0,2019-09-06
Slovenia,Aljaž Struna,1,0.152,0.0,38.4,0.0039,0.0,2019-09-06
Syria,Khaled Mobayed,1,0.151,0.0,38.4,0.0039,0.0,2019-09-05
Norway,Sander Berge,1,0.151,0.0,39.1,0.0039,0.0,2019-09-05
Kuwait,Abdullah Mawei,1,0.151,0.0,39.8,0.0038,0.0,2019-09-05
Kuwait,Redha Abujabarah,1,0.151,0.0,39.8,0.0038,0.0,2019-09-05
Maldives,Ibrahim Mahudhee,1,0.151,0.0,23.1,0.0065,0.0,2019-09-05
Philippines,Mike Ott,1,0.151,0.0,31.4,0.0048,0.0,2019-09-05
Palestine,Islam Batran,1,0.151,0.0,32.9,0.0046,0.0,2019-09-05
Cambodia,Keo Sokpheng,1,0.151,0.0,26.2,0.0058,0.0,2019-09-05
Hong Kong,Tan Chun Lok,1,0.151,0.0,34.3,0.0044,0.0,2019-09-05
Republic of Ireland,David McGoldrick,1,0.151,0.0,37.6,0.004,0.0,2019-09-05
Kuwait,Fahad Al Hajeri,1,0.151,0.0,39.8,0.0038,0.0,2019-09-05
Somalia,Anwar Shakunda,1,0.151,0.0,12.6,0.012,0.0,2019-09-05
Romania,Florin Andone,1,0.151,0.0,38.6,0.0039,0.0,2019-09-05
Kuwait,Hussain Al-Musawi,1,0.151,0.0,39.8,0.0038,0.0,2019-09-05
Mongolia,Dölgöön Amaraa,1,0.151,0.0,13.8,0.011,0.0,2019-09-05
Djibouti,Abdi Idleh Hamza,1,0.151,0.0,14.6,0.0104,0.0,2019-09-04
