fighter,division,elo,rank_elo,overall_rating,style,grappler_index,striker_index,SLpM,str_def,td_per15,td_def,ctrl_sec_per_round,sub_att_per15,finish_rate,gets_finished_rate,head_share,ground_strike_per15,ground_ctrl_share,distance_strike_diff15,finish_threat15,head_absorbed_per15,kd_absorbed_per15,age,stance,n_fights
Igor Pokrajac,Light Heavyweight,1435.8,1435.8,31.7,balanced,0.415,0.545,2.22,0.404,0.85,0.514,48.1,0.23,0.231,0.308,0.788,4.76,0.161,-3.87,0.66,32.24,0.346,47.5,Orthodox,13
Austen Lane,Light Heavyweight,1431.2,1431.2,29.7,balanced,0.519,0.57,2.93,0.362,1.54,0.5,66.3,0.11,0.0,0.714,0.541,3.84,0.223,2.54,0.34,22.49,0.898,38.6,Orthodox,7
Jeremy Kimball,Light Heavyweight,1430.5,1430.5,29.3,balanced,0.333,0.568,2.31,0.494,0.96,0.5,36.5,0.14,0.25,0.75,0.662,6.88,0.122,1.28,0.73,24.34,0.213,35.5,Switch,4
Oluwale Bamgbose,Light Heavyweight,1430.5,1430.5,30.3,balanced,0.357,0.571,2.35,0.554,0.89,0.375,31.7,0.12,0.2,0.6,0.541,5.52,0.106,4.25,0.69,23.41,0.374,38.9,Switch,5
Tuco Tokkos,Light Heavyweight,1430.3,1430.3,34.9,wrestler,0.737,0.461,3.03,0.467,1.99,0.333,64.8,0.5,0.25,0.25,0.631,3.59,0.218,-2.68,0.56,30.01,0.28,36.0,Orthodox,4
Gadzhimurad Antigulov,Light Heavyweight,1424.1,1424.1,32.8,grappler,0.927,0.493,2.74,0.404,3.52,0.0,70.4,0.99,0.333,0.667,0.631,5.79,0.236,-3.48,0.7,27.57,0.995,39.4,Orthodox,6
Darko Stosic,Light Heavyweight,1423.7,1423.7,35.5,wrestler,0.738,0.49,2.82,0.582,2.23,0.833,55.3,0.14,0.25,0.0,0.598,6.35,0.184,-14.32,0.36,30.94,0.213,34.4,Orthodox,4
Rafael Cerquiera,Light Heavyweight,1418.8,1418.8,26.3,balanced,0.217,0.51,2.82,0.367,0.68,0.4,28.4,0.18,0.0,0.667,0.625,2.77,0.097,-8.31,0.26,33.54,0.834,30.0,nan,3
Ibo Aslan,Light Heavyweight,1417.2,1417.2,32.8,striker,0.125,0.893,4.73,0.561,0.53,0.875,20.8,0.14,0.4,0.4,0.699,2.34,0.071,9.58,0.57,28.67,0.619,30.2,Orthodox,5
Andreas Michailidis,Light Heavyweight,1415.2,1415.2,28.2,balanced,0.413,0.554,2.86,0.444,1.08,0.5,48.3,0.14,0.0,0.5,0.586,4.5,0.161,0.44,0.36,21.67,0.379,37.9,Orthodox,4
Cody Donovan,Light Heavyweight,1414.9,1414.9,29.9,balanced,0.489,0.71,3.58,0.459,1.18,0.0,49.8,0.74,0.25,0.75,0.629,5.3,0.166,1.28,1.56,36.04,0.813,45.3,Orthodox,4
Tafon Nchukwi,Light Heavyweight,1413.1,1413.1,31.5,striker,0.417,0.818,4.2,0.544,0.91,0.647,39.5,0.11,0.0,0.333,0.549,4.27,0.132,4.55,0.4,29.18,0.395,31.7,Orthodox,6
Anton Turkalj,Light Heavyweight,1401.9,1401.9,27.4,wrestler,0.554,0.481,3.33,0.537,1.73,0.167,41.4,0.16,0.0,0.75,0.6,3.55,0.141,-5.47,0.23,36.36,0.655,30.0,Orthodox,4
Harry Hunsucker,Light Heavyweight,1399.3,1399.3,24.3,grappler,0.51,0.5,3.16,0.359,0.68,0.0,26.1,1.88,0.0,1.0,0.487,2.77,0.09,-3.26,0.69,25.49,1.606,37.5,Orthodox,3
Zac Pauga,Light Heavyweight,1398.9,1398.9,27.7,balanced,0.39,0.623,3.51,0.587,0.75,1.0,65.8,0.14,0.0,0.5,0.561,3.84,0.219,5.94,0.36,26.84,0.546,38.3,Orthodox,4
Daniel Jolly,Light Heavyweight,1387.0,1387.0,18.5,balanced,0.27,0.445,2.28,0.156,0.77,0.25,40.5,0.18,0.0,1.0,0.472,4.67,0.135,-0.8,0.48,28.95,0.784,41.8,Orthodox,2
Fabio Cherant,Light Heavyweight,1382.7,1382.7,20.6,balanced,0.226,0.472,2.26,0.403,0.66,0.0,31.3,0.16,0.0,0.667,0.51,4.0,0.104,-13.63,0.41,24.3,0.5,31.6,Southpaw,3
Ike Villanueva,Light Heavyweight,1381.0,1381.0,23.0,striker,0.33,0.726,3.69,0.364,0.83,1.0,22.6,0.12,0.167,0.833,0.71,2.54,0.077,-14.48,0.38,28.54,1.024,42.2,Orthodox,6
Vinicius Moreira,Light Heavyweight,1355.1,1355.1,15.8,balanced,0.264,0.526,2.32,0.456,0.58,0.0,43.0,0.14,0.0,1.0,0.365,3.5,0.143,-6.22,0.36,36.94,1.413,37.3,Orthodox,4
Charles Oliveira,Lightweight,1863.6,1863.6,90.1,grappler,0.948,0.65,3.37,0.49,2.26,0.549,78.2,2.41,0.568,0.243,0.597,8.6,0.259,-1.31,2.22,26.32,0.242,36.7,Orthodox,37
Ilia Topuria,Lightweight,1855.4,1855.4,91.7,balanced,0.649,0.805,4.11,0.641,1.7,0.938,56.2,0.83,0.7,0.1,0.69,9.99,0.183,2.99,1.71,27.56,0.191,29.4,Orthodox,10
Justin Gaethje,Lightweight,1854.8,1854.8,88.9,striker,0.293,1.0,5.6,0.513,0.64,0.741,24.9,0.15,0.438,0.312,0.645,3.95,0.082,-8.41,0.77,47.28,0.233,37.6,Orthodox,16
Khabib Nurmagomedov,Lightweight,1818.0,1818.0,93.6,grappler,1.0,0.623,4.1,0.654,4.43,0.846,126.3,0.7,0.538,0.0,0.803,24.33,0.421,2.24,0.82,18.26,0.075,37.7,Orthodox,13
Arman Tsarukyan,Lightweight,1796.1,1796.1,91.0,wrestler,0.881,0.686,4.05,0.549,2.94,0.75,101.5,0.26,0.417,0.0,0.658,14.25,0.335,12.71,0.58,18.97,0.071,29.7,Orthodox,12
Max Holloway,Lightweight,1791.8,1791.8,89.4,striker,0.33,1.0,6.66,0.586,0.42,0.814,20.1,0.33,0.406,0.062,0.646,5.35,0.066,24.36,0.66,40.73,0.08,34.5,Orthodox,32
Quillan Salkilld,Lightweight,1782.7,1782.7,91.3,wrestler,0.836,0.786,4.72,0.476,4.31,0.75,65.6,0.67,0.8,0.0,0.64,7.38,0.213,13.92,1.48,22.87,0.127,26.5,Orthodox,5
Benoît Saint Denis,Lightweight,1774.6,1774.6,90.9,grappler,1.0,0.819,5.38,0.422,3.64,0.722,97.5,1.5,0.75,0.167,0.63,6.1,0.18,0.0,0.75,29.7,0.27,30.5,Southpaw,12
Benoit Saint Denis,Lightweight,1771.8,1771.8,90.3,grappler,1.0,0.861,5.25,0.422,3.53,0.722,96.3,1.41,0.75,0.167,0.628,17.03,0.321,-1.18,1.7,33.13,0.182,30.5,Southpaw,12
Mateusz Gamrot,Lightweight,1771.7,1771.7,86.7,wrestler,0.887,0.61,3.55,0.601,4.46,0.833,80.8,0.32,0.385,0.077,0.738,7.91,0.266,1.37,0.48,21.85,0.404,35.5,Southpaw,13
Renato Moicano,Lightweight,1760.3,1760.3,84.9,grappler,0.747,0.636,4.19,0.597,1.73,0.643,57.2,0.59,0.476,0.238,0.716,7.65,0.188,5.76,0.72,29.27,0.28,37.1,Orthodox,21
Paddy Pimblett,Lightweight,1754.8,1754.8,86.2,grappler,0.683,0.767,5.21,0.427,1.12,0.444,55.9,1.05,0.625,0.0,0.626,10.92,0.182,12.75,1.34,32.88,0.305,31.5,Orthodox,8
Manuel Torres,Lightweight,1738.4,1738.4,84.4,balanced,0.574,0.917,5.88,0.511,1.98,0.9,31.6,0.89,0.833,0.167,0.651,8.7,0.1,10.17,1.97,25.29,0.714,31.2,Switch,6
Mauricio Ruffy,Lightweight,1717.5,1717.5,76.4,striker,0.188,0.924,4.0,0.59,0.8,0.824,29.1,0.3,0.667,0.167,0.738,7.22,0.098,1.86,1.27,23.29,0.127,30.0,Orthodox,6
Grant Dawson,Lightweight,1698.9,1698.9,76.0,grappler,1.0,0.559,3.32,0.448,3.19,0.7,148.4,1.06,0.467,0.133,0.674,14.4,0.494,-0.49,1.07,22.71,0.254,32.3,Switch,15
Conor McGregor,Lightweight,1698.2,1698.2,75.5,striker,0.402,1.0,5.05,0.542,0.86,0.667,34.4,0.19,0.571,0.286,0.684,7.73,0.115,10.78,1.31,38.06,0.154,37.9,Southpaw,14
Tom Nolan,Lightweight,1692.3,1692.3,73.9,grappler,0.611,0.622,4.35,0.484,1.13,0.714,34.2,1.13,0.333,0.167,0.571,4.26,0.114,9.08,1.45,28.29,0.497,26.3,Southpaw,6
Gregor Gillespie,Lightweight,1684.9,1684.9,77.0,grappler,1.0,0.689,3.87,0.579,5.09,1.0,138.1,0.64,0.75,0.125,0.77,21.12,0.46,-1.22,0.93,29.3,0.249,39.6,Orthodox,8
Rafa Garcia,Lightweight,1679.3,1679.3,73.4,wrestler,0.797,0.59,4.23,0.614,2.77,0.771,59.7,0.4,0.182,0.091,0.747,3.99,0.199,-1.13,0.53,38.22,0.085,31.9,Orthodox,11
Drakkar Klose,Lightweight,1666.6,1666.6,68.6,balanced,0.481,0.714,4.22,0.493,1.5,0.692,61.3,0.1,0.154,0.154,0.553,5.01,0.204,-2.35,0.29,25.49,0.214,38.3,Orthodox,13
Paul Felder,Lightweight,1659.7,1659.7,67.1,striker,0.312,0.798,3.79,0.488,0.55,0.649,38.8,0.26,0.333,0.067,0.597,6.53,0.129,-2.2,0.47,26.82,0.122,42.2,Orthodox,15
Chris Duncan,Lightweight,1655.7,1655.7,69.9,grappler,0.774,0.632,4.44,0.523,2.38,0.556,55.0,0.57,0.375,0.25,0.612,6.35,0.183,0.92,0.85,38.71,0.106,33.1,Orthodox,8
Kaue Fernandes,Lightweight,1647.8,1647.8,68.7,striker,0.448,0.907,4.2,0.625,1.36,0.769,38.6,0.2,0.5,0.0,0.553,6.71,0.129,17.51,1.08,23.94,0.16,31.3,Orthodox,4
Fares Ziam,Lightweight,1647.1,1647.1,65.9,balanced,0.597,0.607,2.98,0.65,1.55,0.712,69.6,0.41,0.182,0.091,0.647,7.09,0.23,9.06,0.67,16.36,0.091,29.2,Orthodox,11
Jim Miller,Lightweight,1646.3,1646.3,67.7,grappler,0.829,0.569,3.01,0.567,1.49,0.476,54.0,1.62,0.426,0.106,0.59,5.33,0.18,-6.4,1.59,30.77,0.105,42.8,Southpaw,47
Ludovit Klein,Lightweight,1645.5,1645.5,66.3,balanced,0.595,0.714,3.85,0.53,1.41,0.761,68.3,0.1,0.167,0.083,0.6,5.42,0.228,5.64,0.52,29.36,0.08,31.3,Southpaw,12
Dan Hooker,Lightweight,1642.0,1642.0,66.0,striker,0.414,0.978,4.79,0.491,0.86,0.771,47.8,0.58,0.36,0.28,0.626,4.95,0.158,3.1,1.01,44.56,0.134,36.3,Switch,25
Alexander Hernandez,Lightweight,1639.6,1639.6,64.9,striker,0.355,0.861,4.21,0.597,1.14,0.688,38.1,0.14,0.278,0.222,0.568,4.55,0.127,-2.56,0.54,35.95,0.178,33.7,Orthodox,18
Zubaira Tukhugov,Lightweight,1639.6,1639.6,66.5,wrestler,0.654,0.559,3.46,0.638,1.95,1.0,48.4,0.12,0.222,0.0,0.798,4.62,0.161,-2.6,0.47,26.5,0.098,35.4,Orthodox,9
Nurullo Aliev,Lightweight,1639.3,1639.3,66.3,wrestler,0.885,0.495,3.35,0.587,1.74,0.8,94.2,0.37,0.0,0.0,0.706,7.24,0.314,-0.42,0.52,24.86,0.182,25.5,Orthodox,3
Esteban Ribovics,Lightweight,1638.2,1638.2,66.3,striker,0.366,0.897,6.11,0.541,0.79,0.661,24.5,0.26,0.143,0.143,0.704,4.81,0.082,11.79,0.56,50.93,0.222,30.1,Orthodox,7
Rafael Fiziev,Lightweight,1638.2,1638.2,64.9,striker,0.392,0.901,4.69,0.499,1.12,0.904,28.2,0.19,0.25,0.25,0.482,2.86,0.091,1.81,0.44,38.87,0.282,33.3,Switch,12
Ignacio Bahamondes,Lightweight,1635.4,1635.4,66.9,striker,0.195,0.962,5.32,0.552,0.44,0.656,28.3,0.6,0.5,0.0,0.572,4.73,0.094,16.09,1.08,35.91,0.091,28.8,Orthodox,10
Chris Padilla,Lightweight,1624.4,1624.4,67.1,balanced,0.474,0.784,5.27,0.494,1.31,0.8,54.5,0.34,0.6,0.0,0.559,5.21,0.181,6.11,0.45,39.69,0.142,30.8,Orthodox,5
Beneil Dariush,Lightweight,1622.2,1622.2,64.7,wrestler,0.894,0.661,3.86,0.572,2.18,0.827,98.4,0.8,0.308,0.308,0.609,8.35,0.326,7.09,1.11,22.83,0.488,37.1,Southpaw,26
Michael Chandler,Lightweight,1611.0,1611.0,58.8,balanced,0.509,0.688,3.91,0.402,1.6,0.562,49.7,0.26,0.25,0.5,0.653,9.89,0.166,-5.11,0.54,39.47,0.417,40.2,Orthodox,8
Diego Ferreira,Lightweight,1611.0,1611.0,61.8,striker,0.35,0.862,4.59,0.559,0.96,0.579,34.4,0.52,0.412,0.235,0.691,9.05,0.115,11.4,0.7,33.02,0.316,41.4,Orthodox,17
Luis Pena,Lightweight,1608.5,1608.5,62.6,grappler,0.842,0.575,3.81,0.511,1.29,0.485,86.3,0.91,0.25,0.125,0.764,10.61,0.288,-3.08,1.04,24.95,0.106,33.0,Southpaw,8
Claudio Puelles,Lightweight,1604.5,1604.5,59.9,grappler,0.932,0.419,2.33,0.481,2.75,0.6,100.1,0.82,0.333,0.222,0.623,7.33,0.334,-7.75,0.84,24.33,0.459,30.2,Southpaw,9
Terrance McKinney,Lightweight,1603.7,1603.7,64.9,grappler,0.885,0.872,6.91,0.421,2.7,0.727,52.8,2.04,0.615,0.385,0.812,16.08,0.176,5.14,1.38,21.03,0.687,31.8,Switch,13
Damir Ismagulov,Lightweight,1603.5,1603.5,59.0,striker,0.397,0.706,3.64,0.612,1.2,0.703,54.4,0.15,0.0,0.0,0.575,5.88,0.181,7.91,0.33,25.19,0.207,35.4,Orthodox,7
Nazim Sadykhov,Lightweight,1600.9,1600.9,62.1,balanced,0.488,0.76,4.57,0.47,1.42,0.688,41.0,0.32,0.667,0.167,0.645,5.69,0.137,-14.08,0.68,41.04,0.543,32.1,Southpaw,6
Mike Davis,Lightweight,1600.0,1600.0,63.6,wrestler,0.86,0.736,4.46,0.561,2.36,0.591,70.1,0.71,0.429,0.143,0.636,10.0,0.234,-5.81,1.2,39.26,0.116,33.7,Orthodox,7
Francis Marshall,Lightweight,1595.6,1595.6,59.4,wrestler,0.801,0.453,2.99,0.536,1.86,0.889,74.4,0.54,0.286,0.143,0.75,3.35,0.248,-4.5,0.84,29.23,0.116,27.3,Orthodox,7
Nasrat Haqparast,Lightweight,1595.6,1595.6,59.8,striker,0.19,0.955,5.89,0.634,0.59,0.86,19.3,0.09,0.133,0.133,0.721,4.61,0.064,0.89,0.58,51.82,0.192,30.8,Southpaw,15
Mason Jones,Lightweight,1590.0,1590.0,62.6,wrestler,0.856,0.681,5.3,0.509,2.78,0.739,70.0,0.25,0.143,0.0,0.668,9.39,0.233,4.34,0.44,39.77,0.317,31.2,Orthodox,7
Sodiq Yusuff,Lightweight,1588.1,1588.1,58.9,striker,0.363,0.88,4.73,0.541,0.74,0.55,48.6,0.41,0.3,0.1,0.588,5.98,0.162,4.84,0.72,31.45,0.448,33.1,Orthodox,10
Edson Barboza,Lightweight,1586.3,1586.3,56.8,striker,0.307,0.911,4.14,0.557,0.55,0.731,21.1,0.11,0.281,0.219,0.459,2.54,0.07,0.04,0.64,44.71,0.318,40.4,Orthodox,32
Jai Herbert,Lightweight,1578.1,1578.1,53.7,striker,0.311,0.785,3.45,0.53,0.74,0.667,46.1,0.12,0.2,0.3,0.561,3.92,0.154,0.29,0.72,27.52,0.359,38.1,Orthodox,10
MarQuel Mederos,Lightweight,1577.3,1577.3,55.9,striker,0.265,0.868,4.78,0.523,0.9,0.778,42.0,0.2,0.0,0.0,0.61,4.71,0.14,2.13,0.46,39.38,0.16,29.6,Orthodox,4
Al Iaquinta,Lightweight,1570.8,1570.8,54.5,striker,0.233,0.841,4.08,0.612,0.82,0.741,23.6,0.27,0.267,0.2,0.664,2.83,0.078,-1.46,0.7,43.35,0.293,39.1,Orthodox,15
Joaquim Silva,Lightweight,1570.1,1570.1,53.7,striker,0.383,0.784,3.6,0.539,0.64,0.706,24.1,0.7,0.25,0.25,0.596,4.03,0.08,-3.81,0.99,36.59,0.305,37.4,Southpaw,12
Mateusz Rebecki,Lightweight,1568.7,1568.7,57.9,wrestler,0.808,0.708,4.66,0.546,2.41,0.533,66.9,0.33,0.25,0.25,0.667,8.83,0.223,1.06,0.89,43.68,0.106,33.6,Southpaw,8
Leonardo Santos,Lightweight,1568.7,1568.7,53.7,balanced,0.386,0.612,3.16,0.541,1.06,0.87,39.1,0.29,0.364,0.182,0.619,6.49,0.13,-4.89,0.6,26.7,0.17,46.4,Orthodox,11
Joe Solecki,Lightweight,1565.4,1565.4,55.1,grappler,0.947,0.471,2.59,0.505,1.85,0.143,102.4,1.01,0.222,0.111,0.773,8.05,0.341,0.68,1.05,23.72,0.193,32.8,Orthodox,9
Michael Johnson,Lightweight,1564.4,1564.4,53.3,striker,0.284,0.885,4.26,0.588,0.68,0.811,24.6,0.08,0.188,0.281,0.54,2.7,0.082,12.48,0.53,34.25,0.167,40.0,Southpaw,32
Jared Gordon,Lightweight,1561.9,1561.9,56.2,balanced,0.622,0.808,5.31,0.555,1.84,0.605,85.5,0.07,0.167,0.333,0.72,12.21,0.285,7.08,0.24,38.23,0.238,37.8,Orthodox,18
Mark Madsen,Lightweight,1549.0,1549.0,52.7,wrestler,0.792,0.571,3.78,0.525,2.33,0.625,62.5,0.16,0.167,0.333,0.699,7.0,0.208,-7.42,0.26,30.75,0.385,41.7,Orthodox,6
Trey Ogden,Lightweight,1548.0,1548.0,51.9,balanced,0.601,0.586,3.53,0.556,1.76,1.0,69.8,0.61,0.0,0.0,0.547,3.06,0.233,-0.18,0.7,25.73,0.116,36.6,Orthodox,7
Rongzhu,Lightweight,1546.7,1546.7,53.1,balanced,0.551,0.762,5.01,0.542,1.74,0.833,47.8,0.16,0.167,0.333,0.709,7.13,0.16,-4.65,0.48,43.45,0.128,26.3,Orthodox,6
Kyle Nelson,Lightweight,1543.7,1543.7,49.6,balanced,0.458,0.624,3.73,0.538,1.27,0.667,51.9,0.49,0.167,0.417,0.577,2.56,0.173,-3.06,0.58,33.69,0.163,35.2,Switch,12
Damon Jackson,Lightweight,1543.3,1543.3,51.9,grappler,0.913,0.486,3.22,0.491,2.13,0.379,96.6,1.03,0.214,0.286,0.613,5.23,0.322,-1.18,0.97,28.2,0.297,37.9,Switch,14
Evan Elder,Lightweight,1541.4,1541.4,51.7,striker,0.296,0.881,4.97,0.574,0.95,0.4,36.2,0.45,0.2,0.2,0.534,4.18,0.121,8.82,0.77,38.55,0.261,29.2,Switch,5
Elves Brener,Lightweight,1540.5,1540.5,51.0,striker,0.279,0.856,4.5,0.508,1.21,0.76,34.1,0.16,0.333,0.167,0.595,4.28,0.114,-1.67,0.49,50.36,0.353,28.7,Orthodox,6
Scott Holtzman,Lightweight,1540.4,1540.4,52.9,balanced,0.681,0.706,4.27,0.55,1.8,0.674,78.5,0.23,0.231,0.154,0.706,11.03,0.262,0.47,0.55,33.22,0.206,42.7,Orthodox,13
Gauge Young,Lightweight,1537.9,1537.9,52.2,striker,0.422,0.907,5.35,0.51,1.31,0.92,43.3,0.23,0.0,0.0,0.575,4.38,0.144,11.44,0.52,37.44,0.182,25.9,Orthodox,3
Chase Hooper,Lightweight,1537.4,1537.4,54.0,grappler,0.956,0.63,4.32,0.407,2.46,0.5,82.9,1.6,0.462,0.231,0.689,13.31,0.276,4.8,1.57,30.68,0.604,26.8,Southpaw,13
Vinc Pichel,Lightweight,1536.5,1536.5,51.6,wrestler,0.796,0.568,3.87,0.548,2.26,0.316,65.9,0.25,0.083,0.167,0.5,7.65,0.22,-0.28,0.38,31.48,0.08,43.6,Orthodox,12
Marc Diakiese,Lightweight,1533.6,1533.6,49.9,wrestler,0.854,0.483,2.87,0.528,2.93,0.667,81.9,0.09,0.133,0.2,0.494,3.19,0.273,-1.08,0.26,20.8,0.128,33.3,Orthodox,15
Nikolas Motta,Lightweight,1533.3,1533.3,47.4,striker,0.142,0.859,4.37,0.483,0.56,0.824,24.4,0.15,0.286,0.429,0.713,6.71,0.081,-6.11,0.97,38.63,0.557,33.4,Orthodox,7
Daniel Zellhuber,Lightweight,1529.1,1529.1,48.6,striker,0.158,0.784,4.74,0.546,0.56,0.818,23.4,0.35,0.143,0.143,0.63,4.46,0.078,-11.04,0.64,39.37,0.317,27.0,Switch,7
Brad Riddell,Lightweight,1528.4,1528.4,47.8,balanced,0.446,0.7,4.5,0.536,1.69,0.634,39.6,0.15,0.0,0.429,0.64,7.43,0.132,6.32,0.35,31.62,0.116,34.7,Orthodox,7
Alexander Munoz,Lightweight,1526.4,1526.4,49.8,wrestler,0.652,0.544,3.89,0.554,2.02,1.0,49.5,0.23,0.0,0.0,0.649,5.53,0.165,-12.99,0.52,47.86,0.182,36.3,Switch,3
Rafael Alves,Lightweight,1524.8,1524.8,47.9,grappler,0.599,0.52,2.97,0.582,0.94,0.375,37.1,0.9,0.25,0.25,0.624,3.71,0.124,-4.62,1.08,30.43,0.31,35.6,Orthodox,4
Jamie Mullarkey,Lightweight,1524.3,1524.3,48.9,wrestler,0.679,0.621,4.11,0.544,2.25,0.706,56.4,0.19,0.154,0.385,0.544,3.44,0.188,0.03,0.4,36.61,0.567,31.8,Orthodox,13
Matt Frevola,Lightweight,1523.0,1523.0,48.7,wrestler,0.68,0.622,3.57,0.567,2.07,0.379,41.0,0.55,0.25,0.333,0.653,7.48,0.137,-7.65,1.1,34.57,0.83,36.0,Orthodox,12
Yancy Medeiros,Lightweight,1522.0,1522.0,48.0,striker,0.392,0.844,4.42,0.472,0.61,0.632,27.8,0.66,0.333,0.333,0.644,4.27,0.093,-11.32,1.36,44.48,0.639,38.8,Orthodox,15
Charlie Campbell,Lightweight,1517.1,1517.1,49.8,wrestler,0.704,0.692,4.46,0.556,2.01,0.5,60.0,0.23,0.333,0.333,0.566,4.16,0.2,5.01,0.64,33.49,0.182,31.0,Orthodox,3
John Makdessi,Lightweight,1516.8,1516.8,48.0,striker,0.069,0.947,5.29,0.68,0.26,0.863,12.2,0.07,0.15,0.15,0.526,2.31,0.041,15.01,0.4,33.83,0.249,41.1,Orthodox,20
Joe Duffy,Lightweight,1513.6,1513.6,47.5,grappler,0.675,0.493,3.16,0.546,1.15,0.64,32.9,0.61,0.375,0.25,0.646,3.57,0.109,-4.08,0.89,29.85,0.373,38.3,Orthodox,8
Gabriel Benitez,Lightweight,1509.2,1509.2,48.0,striker,0.361,0.89,5.02,0.639,0.5,0.558,19.0,0.77,0.333,0.333,0.582,5.24,0.063,9.28,1.03,38.55,0.363,38.0,Southpaw,15
Devonte Smith,Lightweight,1508.1,1508.1,45.8,striker,0.305,0.878,4.07,0.488,0.84,0.833,32.7,0.38,0.5,0.333,0.597,5.25,0.109,1.35,0.8,25.25,0.488,32.9,Orthodox,6
Yanal Ashmouz,Lightweight,1505.7,1505.7,47.5,wrestler,0.718,0.56,3.5,0.502,2.39,0.643,56.9,0.2,0.25,0.0,0.637,6.41,0.19,-16.02,0.33,38.08,0.16,31.2,Orthodox,4
Ismael Bonfim,Lightweight,1500.4,1500.4,44.0,striker,0.325,0.897,4.86,0.565,1.29,0.727,28.9,0.18,0.2,0.6,0.637,3.19,0.096,12.3,0.48,30.45,0.142,30.5,Orthodox,5
Roosevelt Roberts,Lightweight,1499.8,1499.8,43.0,balanced,0.449,0.506,3.09,0.536,1.01,0.476,55.1,0.57,0.2,0.3,0.698,5.16,0.184,-1.29,0.6,23.71,0.295,32.4,Orthodox,10
Guram Kutateladze,Lightweight,1499.7,1499.7,42.7,striker,0.281,0.737,3.79,0.548,1.03,0.75,38.6,0.18,0.0,0.2,0.534,4.08,0.129,-6.88,0.41,38.78,0.586,34.4,Orthodox,5
Jeremy Stephens,Lightweight,1497.8,1497.8,44.0,balanced,0.483,0.695,3.23,0.579,1.15,0.619,48.0,0.4,0.222,0.194,0.591,6.98,0.16,-2.81,0.94,27.84,0.182,40.1,Orthodox,36
Loik Radzhabov,Lightweight,1497.7,1497.7,45.5,wrestler,0.81,0.554,3.5,0.463,3.1,0.429,54.7,0.2,0.25,0.25,0.743,8.28,0.182,-10.07,0.47,31.7,0.569,35.8,Orthodox,4
Christos Giagos,Lightweight,1495.9,1495.9,44.1,wrestler,0.796,0.501,3.28,0.508,2.55,0.522,71.5,0.39,0.214,0.429,0.651,5.72,0.238,0.9,0.49,27.17,0.244,36.4,Orthodox,14
Chris Gruetzemacher,Lightweight,1493.6,1493.6,43.9,striker,0.354,0.91,5.43,0.529,0.69,0.659,30.2,0.15,0.143,0.571,0.557,5.41,0.101,3.73,0.24,42.85,0.228,40.0,Orthodox,7
Clay Guida,Lightweight,1491.8,1491.8,44.6,wrestler,0.878,0.453,2.87,0.609,2.64,0.694,96.0,0.55,0.189,0.27,0.601,7.71,0.32,-7.74,0.7,33.4,0.206,44.5,Orthodox,37
Matt Wiman,Lightweight,1490.2,1490.2,45.5,grappler,0.931,0.554,3.34,0.511,2.03,0.561,83.4,1.33,0.278,0.222,0.681,11.57,0.278,-1.02,1.29,34.36,0.242,42.8,Orthodox,18
Natan Levy,Lightweight,1487.3,1487.3,44.8,wrestler,0.822,0.6,4.13,0.59,3.53,0.375,51.8,0.2,0.0,0.25,0.578,4.46,0.173,4.52,0.33,32.93,0.296,34.7,Southpaw,4
Luigi Vendramini,Lightweight,1485.1,1485.1,41.0,balanced,0.434,0.598,3.47,0.578,1.33,1.0,52.4,0.48,0.25,0.5,0.61,4.68,0.175,-6.97,0.76,30.67,0.588,30.4,Orthodox,4
Alex Da Silva,Lightweight,1483.7,1483.7,42.7,wrestler,0.844,0.515,3.13,0.566,1.76,0.769,101.0,0.34,0.0,0.25,0.63,5.42,0.337,-2.71,0.6,31.56,0.16,30.4,Orthodox,4
Austin Hubbard,Lightweight,1482.3,1482.3,42.3,balanced,0.463,0.599,4.01,0.552,1.61,0.682,51.1,0.17,0.083,0.167,0.55,3.87,0.17,-0.9,0.24,35.13,0.08,34.5,Orthodox,12
Alan Patrick,Lightweight,1481.7,1481.7,40.7,wrestler,0.837,0.434,2.48,0.435,2.59,0.438,86.8,0.3,0.1,0.3,0.614,5.55,0.289,-3.41,0.45,28.28,0.348,42.9,Southpaw,10
Mike Breeden,Lightweight,1473.5,1473.5,41.4,striker,0.416,0.919,5.36,0.412,1.5,0.64,32.9,0.2,0.25,0.5,0.666,3.52,0.11,-4.43,0.52,49.07,0.347,37.2,Orthodox,4
Damir Hadzovic,Lightweight,1471.9,1471.9,39.9,striker,0.395,0.768,3.56,0.595,1.09,0.348,28.9,0.22,0.2,0.3,0.72,5.05,0.096,0.59,0.47,35.18,0.184,39.9,Orthodox,10
Darrius Flowers,Lightweight,1470.2,1470.2,38.6,balanced,0.478,0.621,3.66,0.424,1.62,0.647,34.1,0.42,0.25,0.5,0.549,4.13,0.114,-9.78,0.5,32.71,0.16,31.8,Orthodox,4
Kazula Vargas,Lightweight,1466.0,1466.0,38.8,striker,0.392,0.769,3.88,0.579,0.97,0.3,52.8,0.4,0.0,0.25,0.593,5.59,0.176,12.07,0.52,28.26,0.16,40.8,Southpaw,4
Ottman Azaitar,Lightweight,1459.1,1459.1,37.0,striker,0.151,0.837,4.29,0.525,0.69,1.0,24.1,0.18,0.4,0.6,0.641,4.85,0.08,3.78,0.57,31.28,0.975,36.3,Switch,5
