comp,match_id,date,player,team,npxg,npg,peng,goals
WC2018,7578,2018-06-15,José María Giménez de Vargas,Uruguay,0.25,1,0,1
WC2018,7578,2018-06-15,Diego Roberto Godín Leal,Uruguay,0.0,0,0,0
WC2018,7578,2018-06-15,José Martín Cáceres Silva,Uruguay,0.6256,0,0,0
WC2018,7578,2018-06-15,Matías Vecino Falero,Uruguay,0.0056,0,0,0
WC2018,7578,2018-06-15,Rodrigo Bentancur Colmán,Uruguay,0.0,0,0,0
WC2018,7578,2018-06-15,Nahitan Michel Nández Acosta,Uruguay,0.0,0,0,0
WC2018,7578,2018-06-15,Giorgian Daniel De Arrascaeta Benedetti,Uruguay,0.0,0,0,0
WC2018,7578,2018-06-15,Luis Alberto Suárez Díaz,Uruguay,0.8016,0,0,0
WC2018,7578,2018-06-15,Edinson Roberto Cavani Gómez,Uruguay,0.2261,0,0,0
WC2018,7578,2018-06-15,Sam Morsy,Egypt,0.0,0,0,0
WC2018,7578,2018-06-15,Carlos Andrés Sánchez Arcosa,Uruguay,0.0318,0,0,0
WC2018,7578,2018-06-15,Cristian Gabriel Rodríguez Barrotti,Uruguay,0.0,0,0,0
WC2018,7578,2018-06-15,Mahmoud Abdul Monem Abdelhamid Soliman,Egypt,0.0,0,0,0
WC2018,7578,2018-06-15,Ramadan Sobhi Ramadan Ahmed,Egypt,0.0,0,0,0
WC2018,7578,2018-06-15,Lucas Torreira Di Pascua,Uruguay,0.0,0,0,0
WC2018,7553,2018-06-23,Hyeon-Woo Jo,South Korea,0.0,0,0,0
WC2018,7553,2018-06-23,Yong Lee,South Korea,0.0,0,0,0
WC2018,7553,2018-06-23,Hyun-Soo Jang,South Korea,0.0,0,0,0
WC2018,7553,2018-06-23,Young-Gwon Kim,South Korea,0.0,0,0,0
WC2018,7553,2018-06-23,Min-Woo Kim,South Korea,0.0,0,0,0
WC2018,7553,2018-06-23,Se-Jong Ju,South Korea,0.0,0,0,0
WC2018,7553,2018-06-23,Sung-Yeung Ki,South Korea,0.0854,0,0,0
WC2018,7553,2018-06-23,Seon-Min Moon,South Korea,0.1834,0,0,0
WC2018,7553,2018-06-23,Jae-Sung Lee,South Korea,0.1106,0,0,0
WC2018,7553,2018-06-23,Hee-Chan Hwang,South Korea,0.0494,0,0,0
WC2018,7553,2018-06-23,Heung-Min Son,South Korea,0.3931,1,0,1
WC2018,7553,2018-06-23,Francisco Guillermo Ochoa Magaña,Mexico,0.0,0,0,0
WC2018,7553,2018-06-23,Edson Omar Álvarez Velázquez,Mexico,0.1088,0,0,0
WC2018,7553,2018-06-23,Carlos Joel Salcedo Hernández,Mexico,0.0551,0,0,0
WC2018,7553,2018-06-23,Héctor Alfredo Moreno Herrera,Mexico,0.0,0,0,0
WC2018,7553,2018-06-23,Jesús Daniel Gallardo Vasconcelos,Mexico,0.0,0,0,0
WC2018,7553,2018-06-23,Héctor Miguel Herrera López,Mexico,0.0321,0,0,0
WC2018,7553,2018-06-23,José Andrés Guardado Hernández,Mexico,0.1387,0,0,0
WC2018,7553,2018-06-23,Miguel Arturo Layún Prado,Mexico,0.0915,0,0,0
WC2018,7553,2018-06-23,Carlos Alberto Vela Garrido,Mexico,0.0193,0,1,1
WC2018,7553,2018-06-23,Hirving Rodrigo Lozano Bahena,Mexico,0.2993,0,0,0
WC2018,7553,2018-06-23,Javier Hernández Balcázar,Mexico,0.3493,1,0,1
WC2018,7553,2018-06-23,Seung-Woo Lee,South Korea,0.0,0,0,0
WC2018,7553,2018-06-23,Rafael Márquez Álvarez,Mexico,0.0,0,0,0
WC2018,7553,2018-06-23,Jesús Manuel Corona Ruíz,Mexico,0.0,0,0,0
WC2018,7553,2018-06-23,Giovani dos Santos Ramírez,Mexico,0.0,0,0,0
WC2018,7553,2018-06-23,Woo-Young Jung,South Korea,0.0,0,0,0
WC2018,7553,2018-06-23,Chul Hong,South Korea,0.0,0,0,0
WC2018,7536,2018-06-18,Thibaut Courtois,Belgium,0.0,0,0,0
WC2018,7536,2018-06-18,Toby Alderweireld,Belgium,0.0,0,0,0
WC2018,7536,2018-06-18,Anga Dedryck Boyata,Belgium,0.0,0,0,0
WC2018,7536,2018-06-18,Jan Vertonghen,Belgium,0.0,0,0,0
WC2018,7536,2018-06-18,Thomas Meunier,Belgium,0.0,0,0,0
WC2018,7536,2018-06-18,Yannick Ferreira Carrasco,Belgium,0.0328,0,0,0
WC2018,7536,2018-06-18,Kevin De Bruyne,Belgium,0.1217,0,0,0
WC2018,7536,2018-06-18,Axel Witsel,Belgium,0.0,0,0,0
WC2018,7536,2018-06-18,Dries Mertens,Belgium,0.1302,1,0,1
WC2018,7536,2018-06-18,Eden Hazard,Belgium,0.182,0,0,0
WC2018,7536,2018-06-18,Romelu Lukaku Menama,Belgium,0.7453,2,0,2
WC2018,7536,2018-06-18,Jaime Manuel Penedo Cano,Panama,0.0,0,0,0
WC2018,7536,2018-06-18,Michael Amir Murillo Bermudez,Panama,0.3464,0,0,0
WC2018,7536,2018-06-18,Román Aureliano Torres Morcillo,Panama,0.1747,0,0,0
WC2018,7536,2018-06-18,Fidel Escobar Mendieta,Panama,0.0093,0,0,0
WC2018,7536,2018-06-18,Erick Javier Davis Grajales,Panama,0.0,0,0,0
WC2018,7536,2018-06-18,Gabriel Enrique Gómez Girón,Panama,0.0,0,0,0
WC2018,7536,2018-06-18,Armando Enrique Cooper Whitaker,Panama,0.0231,0,0,0
WC2018,7536,2018-06-18,Aníbal Cesis Godoy,Panama,0.0,0,0,0
WC2018,7536,2018-06-18,Edgar Yoel Bárcenas Herrera,Panama,0.0718,0,0,0
WC2018,7536,2018-06-18,José Luis Rodríguez Francis,Panama,0.0,0,0,0
WC2018,7536,2018-06-18,Blas Antonio Miguel Pérez Ortega,Panama,0.0,0,0,0
WC2018,7536,2018-06-18,Gabriel Arturo Torres Tejada,Panama,0.0,0,0,0
WC2018,7536,2018-06-18,Ismael Díaz De León,Panama,0.0,0,0,0
WC2018,7536,2018-06-18,Luis Carlos Tejada Hansell,Panama,0.0,0,0,0
WC2018,7536,2018-06-18,Mousa Sidi Yaya Dembélé,Belgium,0.0,0,0,0
WC2018,7536,2018-06-18,Thorgan Hazard,Belgium,0.0,0,0,0
WC2018,7536,2018-06-18,Nacer Chadli,Belgium,0.0,0,0,0
WC2018,7555,2018-06-24,Wojciech Szczęsny,Poland,0.0,0,0,0
WC2018,7555,2018-06-24,Łukasz Piszczek,Poland,0.0,0,0,0
WC2018,7555,2018-06-24,Jan Bednarek,Poland,0.0,0,0,0
WC2018,7555,2018-06-24,Michał Pazdan,Poland,0.0,0,0,0
WC2018,7555,2018-06-24,Bartosz Bereszyński,Poland,0.0517,0,0,0
WC2018,7555,2018-06-24,Grzegorz Krychowiak,Poland,0.202,0,0,0
WC2018,7555,2018-06-24,Jacek Góralski,Poland,0.0,0,0,0
WC2018,7555,2018-06-24,Maciej Rybus,Poland,0.0,0,0,0
WC2018,7555,2018-06-24,Piotr Zieliński,Poland,0.0484,0,0,0
WC2018,7555,2018-06-24,Dawid Kownacki,Poland,0.0098,0,0,0
WC2018,7555,2018-06-24,Robert Lewandowski,Poland,0.7336,0,0,0
WC2018,7555,2018-06-24,David Ospina Ramírez,Colombia,0.0,0,0,0
WC2018,7555,2018-06-24,Santiago Arias Naranjo,Colombia,0.0173,0,0,0
WC2018,7555,2018-06-24,Yerry Fernando Mina González,Colombia,0.5429,1,0,1
WC2018,7555,2018-06-24,Davinson Sánchez Mina,Colombia,0.0,0,0,0
WC2018,7555,2018-06-24,Johan Andrés Mojica Palacio,Colombia,0.0,0,0,0
WC2018,7555,2018-06-24,Abel Enrique Aguilar Tapia,Colombia,0.0,0,0,0
WC2018,7555,2018-06-24,Wílmar Enrique Barrios Terán,Colombia,0.0,0,0,0
WC2018,7555,2018-06-24,Juan Guillermo Cuadrado Bello,Colombia,0.2126,1,0,1
WC2018,7555,2018-06-24,Juan Fernando Quintero Paniagua,Colombia,0.0711,0,0,0
WC2018,7555,2018-06-24,James David Rodríguez Rubio,Colombia,0.0602,0,0,0
WC2018,7555,2018-06-24,Radamel Falcao García Zárate,Colombia,0.3668,1,0,1
WC2018,7555,2018-06-24,Andrés Mateus Uribe Villa,Colombia,0.0985,0,0,0
WC2018,7555,2018-06-24,Kamil Grosicki,Poland,0.0,0,0,0
WC2018,7555,2018-06-24,Łukasz Teodorczyk,Poland,0.0688,0,0,0
WC2018,7555,2018-06-24,Jefferson Andrés Lerma Solís,Colombia,0.0175,0,0,0
WC2018,7555,2018-06-24,Carlos Arturo Bacca Ahumada,Colombia,0.0,0,0,0
WC2018,7555,2018-06-24,Kamil Glik,Poland,0.0,0,0,0
WC2018,7576,2018-06-15,Rui Pedro dos Santos Patrício,Portugal,0.0,0,0,0
WC2018,7576,2018-06-15,Cédric Ricardo Alves Soares,Portugal,0.0,0,0,0
WC2018,7576,2018-06-15,Kléper Laveran Lima Ferreira,Portugal,0.1428,0,0,0
WC2018,7576,2018-06-15,José Miguel da Rocha Fonte,Portugal,0.0,0,0,0
WC2018,7576,2018-06-15,Raphaël Adelino José Guerreiro,Portugal,0.0,0,0,0
WC2018,7576,2018-06-15,João Filipe Iria Santos Moutinho,Portugal,0.0,0,0,0
WC2018,7576,2018-06-15,William Silva de Carvalho,Portugal,0.0,0,0,0
WC2018,7576,2018-06-15,Bruno Miguel Borges Fernandes,Portugal,0.0208,0,0,0
WC2018,7576,2018-06-15,Bernardo Mota Veiga de Carvalho e Silva,Portugal,0.0,0,0,0
WC2018,7576,2018-06-15,Gonçalo Manuel Ganchinho Guedes,Portugal,0.0239,0,0,0
WC2018,7576,2018-06-15,Cristiano Ronaldo dos Santos Aveiro,Portugal,0.3689,2,1,3
WC2018,7576,2018-06-15,David de Gea Quintana,Spain,0.0,0,0,0
WC2018,7576,2018-06-15,José Ignacio Fernández Iglesias,Spain,0.0355,1,0,1
WC2018,7576,2018-06-15,Gerard Piqué Bernabéu,Spain,0.0,0,0,0
WC2018,7576,2018-06-15,Sergio Ramos García,Spain,0.0,0,0,0
WC2018,7576,2018-06-15,Jordi Alba Ramos,Spain,0.0,0,0,0
WC2018,7576,2018-06-15,Sergio Busquets i Burgos,Spain,0.1005,0,0,0
WC2018,7576,2018-06-15,Jorge Resurrección Merodio,Spain,0.0,0,0,0
WC2018,7576,2018-06-15,Andrés Iniesta Luján,Spain,0.0736,0,0,0
WC2018,7576,2018-06-15,David Josué Jiménez Silva,Spain,0.3072,0,0,0
WC2018,7576,2018-06-15,Francisco Román Alarcón Suárez,Spain,0.0344,0,0,0
WC2018,7576,2018-06-15,Diego da Silva Costa,Spain,1.0469,2,0,2
WC2018,7576,2018-06-15,João Mário Naval da Costa Eduardo,Portugal,0.0,0,0,0
WC2018,7576,2018-06-15,Ricardo Andrade Quaresma Bernardo,Portugal,0.0948,0,0,0
WC2018,7576,2018-06-15,Thiago Alcântara do Nascimento,Spain,0.0,0,0,0
WC2018,7576,2018-06-15,Iago Aspas Juncal,Spain,0.0629,0,0,0
WC2018,7576,2018-06-15,André Miguel Valente Silva,Portugal,0.0,0,0,0
WC2018,7576,2018-06-15,Lucas Vázquez Iglesias,Spain,0.0,0,0,0
WC2018,7565,2018-06-27,Vladimir Stojković,Serbia,0.0,0,0,0
WC2018,7565,2018-06-27,Antonio Rukavina,Serbia,0.0,0,0,0
WC2018,7565,2018-06-27,Nikola Milenković,Serbia,0.0,0,0,0
WC2018,7565,2018-06-27,Milos Veljkovic,Serbia,0.0,0,0,0
WC2018,7565,2018-06-27,Aleksandar Kolarov,Serbia,0.0,0,0,0
WC2018,7565,2018-06-27,Sergej Milinković-Savić,Serbia,0.084,0,0,0
WC2018,7565,2018-06-27,Nemanja Matić,Serbia,0.129,0,0,0
WC2018,7565,2018-06-27,Dušan Tadić,Serbia,0.0326,0,0,0
WC2018,7565,2018-06-27,Adem Ljajić,Serbia,0.0,0,0,0
WC2018,7565,2018-06-27,Filip Kostić,Serbia,0.0316,0,0,0
WC2018,7565,2018-06-27,Aleksandar Mitrović,Serbia,0.6625,0,0,0
WC2018,7565,2018-06-27,Alisson Ramsés Becker,Brazil,0.0,0,0,0
WC2018,7565,2018-06-27,Fágner Conserva Lemos,Brazil,0.0,0,0,0
WC2018,7565,2018-06-27,Thiago Emiliano da Silva,Brazil,0.1774,1,0,1
WC2018,7565,2018-06-27,João Miranda de Souza Filho,Brazil,0.0,0,0,0
WC2018,7565,2018-06-27,Marcelo Vieira da Silva Júnior,Brazil,0.0,0,0,0
WC2018,7565,2018-06-27,Carlos Henrique Casimiro,Brazil,0.0068,0,0,0
WC2018,7565,2018-06-27,José Paulo Bezzera Maciel Júnior,Brazil,0.3122,1,0,1
WC2018,7565,2018-06-27,Philippe Coutinho Correia,Brazil,0.1403,0,0,0
WC2018,7565,2018-06-27,Willian Borges da Silva,Brazil,0.0,0,0,0
WC2018,7565,2018-06-27,Neymar da Silva Santos Junior,Brazil,0.5053,0,0,0
WC2018,7565,2018-06-27,Gabriel Fernando de Jesus,Brazil,0.2463,0,0,0
WC2018,7565,2018-06-27,Filipe Luís Kasmirski,Brazil,0.0315,0,0,0
WC2018,7565,2018-06-27,Fernando Luiz Roza,Brazil,0.0,0,0,0
WC2018,7565,2018-06-27,Andrija Živković,Serbia,0.0087,0,0,0
WC2018,7565,2018-06-27,Renato Soares de Oliveira Augusto,Brazil,0.0,0,0,0
WC2018,7565,2018-06-27,Nemanja Radonjić,Serbia,0.0,0,0,0
WC2018,7565,2018-06-27,Luka Jović,Serbia,0.0,0,0,0
WC2018,7551,2018-06-23,Manuel Neuer,Germany,0.0,0,0,0
WC2018,7551,2018-06-23,Joshua Kimmich,Germany,0.0,0,0,0
WC2018,7551,2018-06-23,Jérôme Boateng,Germany,0.0341,0,0,0
WC2018,7551,2018-06-23,Antonio Rüdiger,Germany,0.0,0,0,0
WC2018,7551,2018-06-23,Jonas Hector,Germany,0.1837,0,0,0
WC2018,7551,2018-06-23,Sebastian Rudy,Germany,0.0271,0,0,0
WC2018,7551,2018-06-23,Toni Kroos,Germany,0.1916,1,0,1
WC2018,7551,2018-06-23,Thomas Müller,Germany,0.052,0,0,0
WC2018,7551,2018-06-23,Marco Reus,Germany,0.1848,1,0,1
WC2018,7551,2018-06-23,Julian Draxler,Germany,0.2657,0,0,0
WC2018,7551,2018-06-23,Timo Werner,Germany,0.1304,0,0,0
WC2018,7551,2018-06-23,Robin Olsen,Sweden,0.0,0,0,0
WC2018,7551,2018-06-23,Mikael Lustig,Sweden,0.0,0,0,0
WC2018,7551,2018-06-23,Victor Nilsson Lindelöf,Sweden,0.0,0,0,0
WC2018,7551,2018-06-23,Andreas Granqvist,Sweden,0.1289,0,0,0
WC2018,7551,2018-06-23,Ludwig Augustinsson,Sweden,0.0,0,0,0
WC2018,7551,2018-06-23,Viktor Claesson,Sweden,0.0,0,0,0
WC2018,7551,2018-06-23,Sebastian Larsson,Sweden,0.0,0,0,0
WC2018,7551,2018-06-23,Albin Ekdal,Sweden,0.0,0,0,0
WC2018,7551,2018-06-23,Emil Peter Forsberg,Sweden,0.0092,0,0,0
WC2018,7551,2018-06-23,Ola Toivonen,Sweden,0.1038,1,0,1
WC2018,7551,2018-06-23,Marcus Berg,Sweden,0.5597,0,0,0
WC2018,7551,2018-06-23,İlkay Gündoğan,Germany,0.0219,0,0,0
WC2018,7551,2018-06-23,Mario Gómez García,Germany,0.1617,0,0,0
WC2018,7551,2018-06-23,Jimmy Durmaz,Sweden,0.0,0,0,0
WC2018,7551,2018-06-23,John Guidetti,Sweden,0.0136,0,0,0
WC2018,7551,2018-06-23,Julian Brandt,Germany,0.065,0,0,0
WC2018,7551,2018-06-23,Isaac Kiese Thelin,Sweden,0.0,0,0,0
WC2018,7537,2018-06-18,Mouez Hassen,Tunisia,0.0,0,0,0
WC2018,7537,2018-06-18,Dylan Daniel Mahmoud Bronn,Tunisia,0.0,0,0,0
WC2018,7537,2018-06-18,Syam Ben Youssef,Tunisia,0.0,0,0,0
WC2018,7537,2018-06-18,Yassine Meriah,Tunisia,0.0,0,0,0
WC2018,7537,2018-06-18,Ali Maâloul,Tunisia,0.0,0,0,0
WC2018,7537,2018-06-18,Ellyes Joris Skhiri,Tunisia,0.0,0,0,0
WC2018,7537,2018-06-18,Fakhreddine Ben Youssef,Tunisia,0.0651,0,0,0
WC2018,7537,2018-06-18,Ferjani Sassi,Tunisia,0.0505,0,1,1
WC2018,7537,2018-06-18,Anice Badri,Tunisia,0.0,0,0,0
WC2018,7537,2018-06-18,Naïm Sliti,Tunisia,0.0378,0,0,0
WC2018,7537,2018-06-18,Wahbi Khazri,Tunisia,0.0088,0,0,0
WC2018,7537,2018-06-18,Jordan Pickford,England,0.0,0,0,0
WC2018,7537,2018-06-18,Kyle Walker,England,0.0,0,0,0
WC2018,7537,2018-06-18,John Stones,England,0.5887,0,0,0
WC2018,7537,2018-06-18,Harry Maguire,England,0.089,0,0,0
WC2018,7537,2018-06-18,Jordan Brian Henderson,England,0.0246,0,0,0
WC2018,7537,2018-06-18,Kieran Trippier,England,0.0375,0,0,0
WC2018,7537,2018-06-18,Jesse Lingard,England,0.6126,0,0,0
WC2018,7537,2018-06-18,Bamidele Alli,England,0.1958,0,0,0
WC2018,7537,2018-06-18,Ashley Young,England,0.0784,0,0,0
WC2018,7537,2018-06-18,Raheem Sterling,England,0.4034,0,0,0
WC2018,7537,2018-06-18,Harry Kane,England,0.5965,2,0,2
WC2018,7537,2018-06-18,Farouk Ben Mustapha,Tunisia,0.0,0,0,0
WC2018,7537,2018-06-18,Marcus Rashford,England,0.0,0,0,0
WC2018,7537,2018-06-18,Mohamed Amine Ben Amor,Tunisia,0.0,0,0,0
WC2018,7537,2018-06-18,Ruben Loftus-Cheek,England,0.0,0,0,0
WC2018,7537,2018-06-18,Saber Khalifa,Tunisia,0.0,0,0,0
WC2018,7537,2018-06-18,Eric Dier,England,0.0,0,0,0
WC2018,7580,2018-06-30,Hugo Lloris,France,0.0,0,0,0
WC2018,7580,2018-06-30,Benjamin Pavard,France,0.0242,1,0,1
WC2018,7580,2018-06-30,Raphaël Varane,France,0.0,0,0,0
WC2018,7580,2018-06-30,Samuel Yves Umtiti,France,0.0,0,0,0
WC2018,7580,2018-06-30,Lucas Hernández Pi,France,0.0,0,0,0
WC2018,7580,2018-06-30,Antoine Griezmann,France,0.2453,0,1,1
WC2018,7580,2018-06-30,Paul Pogba,France,0.091,0,0,0
WC2018,7580,2018-06-30,N'Golo Kanté,France,0.0,0,0,0
WC2018,7580,2018-06-30,Kylian Mbappé Lottin,France,0.3388,2,0,2
WC2018,7580,2018-06-30,Blaise Matuidi,France,0.0755,0,0,0
WC2018,7580,2018-06-30,Olivier Giroud,France,0.0798,0,0,0
WC2018,7580,2018-06-30,Franco Armani,Argentina,0.0,0,0,0
WC2018,7580,2018-06-30,Gabriel Iván Mercado,Argentina,0.28,1,0,1
WC2018,7580,2018-06-30,Nicolás Hernán Otamendi,Argentina,0.1925,0,0,0
WC2018,7580,2018-06-30,Faustino Marcos Alberto Rojo,Argentina,0.0,0,0,0
WC2018,7580,2018-06-30,Nicolás Alejandro Tagliafico,Argentina,0.0,0,0,0
WC2018,7580,2018-06-30,Javier Alejandro Mascherano,Argentina,0.0,0,0,0
WC2018,7580,2018-06-30,Enzo Nicolás Pérez,Argentina,0.0,0,0,0
WC2018,7580,2018-06-30,Éver Maximiliano David Banega,Argentina,0.0273,0,0,0
WC2018,7580,2018-06-30,Ángel Fabián Di María Hernández,Argentina,0.3611,1,0,1
WC2018,7580,2018-06-30,Cristian David Pavón,Argentina,0.0,0,0,0
WC2018,7580,2018-06-30,Lionel Andrés Messi Cuccittini,Argentina,0.24,0,0,0
WC2018,7580,2018-06-30,Federico Julián Fazio,Argentina,0.0,0,0,0
WC2018,7580,2018-06-30,Sergio Leonel Agüero del Castillo,Argentina,0.3456,1,0,1
WC2018,7580,2018-06-30,Maximiliano Eduardo Meza,Argentina,0.0,0,0,0
WC2018,7580,2018-06-30,Corentin Tolisso,France,0.0,0,0,0
WC2018,7580,2018-06-30,Nabil Fekir,France,0.0,0,0,0
WC2018,7580,2018-06-30,Florian Thauvin,France,0.0,0,0,0
WC2018,7581,2018-07-01,Danijel Subašić,Croatia,0.0,0,0,0
WC2018,7581,2018-07-01,Šime Vrsaljko,Croatia,0.0,0,0,0
WC2018,7581,2018-07-01,Dejan Lovren,Croatia,0.1846,0,0,0
WC2018,7581,2018-07-01,Domagoj Vida,Croatia,0.0,0,0,0
WC2018,7581,2018-07-01,Ivan Strinić,Croatia,0.0,0,0,0
WC2018,7581,2018-07-01,Marcelo Brozović,Croatia,0.0,0,0,0
WC2018,7581,2018-07-01,Ante Rebić,Croatia,0.0728,0,0,0
WC2018,7581,2018-07-01,Luka Modrić,Croatia,0.0996,0,1,1
WC2018,7581,2018-07-01,Ivan Rakitić,Croatia,0.1352,0,1,1
WC2018,7581,2018-07-01,Ivan Perišić,Croatia,0.5152,0,0,0
WC2018,7581,2018-07-01,Mario Mandžukić,Croatia,0.2635,1,0,1
WC2018,7581,2018-07-01,Kasper Schmeichel,Denmark,0.0,0,0,0
WC2018,7581,2018-07-01,Henrik Dalsgaard,Denmark,0.0,0,0,0
WC2018,7581,2018-07-01,Simon Thorup Kjær,Denmark,0.0,0,1,1
WC2018,7581,2018-07-01,Mathias Jørgensen Jatta,Denmark,0.1261,1,0,1
WC2018,7581,2018-07-01,Jonas Knudsen,Denmark,0.0,0,0,0
WC2018,7581,2018-07-01,Andreas Christensen,Denmark,0.0,0,0,0
WC2018,7581,2018-07-01,Thomas Delaney,Denmark,0.0058,0,0,0
WC2018,7581,2018-07-01,Yussuf Yurary Poulsen,Denmark,0.0,0,0,0
WC2018,7581,2018-07-01,Martin Braithwaite Christensen,Denmark,0.2402,0,0,0
WC2018,7581,2018-07-01,Andreas Evald Cornelius,Denmark,0.0,0,0,0
WC2018,7581,2018-07-01,Christian Dannemann Eriksen,Denmark,0.0959,0,0,0
WC2018,7581,2018-07-01,Lasse Schöne,Denmark,0.0932,0,0,0
WC2018,7581,2018-07-01,Nicolai Jørgensen,Denmark,0.125,0,0,0
WC2018,7581,2018-07-01,Mateo Kovačić,Croatia,0.0431,0,0,0
WC2018,7581,2018-07-01,Josip Pivarić,Croatia,0.0381,0,0,0
WC2018,7581,2018-07-01,Andrej Kramarić,Croatia,0.0346,0,1,1
WC2018,7581,2018-07-01,Michael Krohn-Dehli,Denmark,0.0,0,1,1
WC2018,7581,2018-07-01,Pione Sisto Ifolo Emirmija,Denmark,0.0103,0,0,0
WC2018,7581,2018-07-01,Milan Badelj,Croatia,0.0,0,0,0
WC2018,7549,2018-06-22,Francis Odinaka Uzoho,Nigeria,0.0,0,0,0
WC2018,7549,2018-06-22,Leon Aderemi Balogun,Nigeria,0.0789,0,0,0
WC2018,7549,2018-06-22,William Troost-Ekong,Nigeria,0.1239,0,0,0
WC2018,7549,2018-06-22,Kenneth Josiah Omeruo,Nigeria,0.0442,0,0,0
WC2018,7549,2018-06-22,Victor Moses,Nigeria,0.092,0,0,0
WC2018,7549,2018-06-22,Onyinye Wilfred Ndidi,Nigeria,0.0391,0,0,0
WC2018,7549,2018-06-22,John Michael Nchekwube Obinna,Nigeria,0.0,0,0,0
WC2018,7549,2018-06-22,Oghenekaro Etebo,Nigeria,0.088,0,0,0
WC2018,7549,2018-06-22,Brian Oladapo Idowu,Nigeria,0.0,0,0,0
WC2018,7549,2018-06-22,Ahmed Musa,Nigeria,0.7121,2,0,2
WC2018,7549,2018-06-22,Kelechi Promise Iheanacho,Nigeria,0.0723,0,0,0
WC2018,7549,2018-06-22,Hannes Þór Halldórsson,Iceland,0.0,0,0,0
WC2018,7549,2018-06-22,Birkir Már Sævarsson,Iceland,0.0,0,0,0
WC2018,7549,2018-06-22,Kári Árnason,Iceland,0.0,0,0,0
WC2018,7549,2018-06-22,Ragnar Sigurðsson,Iceland,0.0,0,0,0
WC2018,7549,2018-06-22,Hörður Björgvin Magnússon,Iceland,0.0,0,0,0
WC2018,7549,2018-06-22,Aron Einar Gunnarsson,Iceland,0.0,0,0,0
WC2018,7549,2018-06-22,Gylfi Þór Sigurðsson,Iceland,0.1555,0,0,0
WC2018,7549,2018-06-22,Rúrik Gíslason,Iceland,0.0436,0,0,0
WC2018,7549,2018-06-22,Birkir Bjarnason,Iceland,0.0934,0,0,0
WC2018,7549,2018-06-22,Alfreð Finnbogason,Iceland,0.3522,0,0,0
WC2018,7549,2018-06-22,Jón Daði Böðvarsson,Iceland,0.0453,0,0,0
WC2018,7549,2018-06-22,Tyronne Ebuehi,Nigeria,0.0,0,0,0
WC2018,7549,2018-06-22,Sverrir Ingi Ingason,Iceland,0.0786,0,0,0
WC2018,7549,2018-06-22,Björn Bergmann Sigurðarson,Iceland,0.0,0,0,0
WC2018,7549,2018-06-22,Odion Jude Ighalo,Nigeria,0.0,0,0,0
WC2018,7549,2018-06-22,Ari Freyr Skúlason,Iceland,0.0,0,0,0
WC2018,7549,2018-06-22,Alex Iwobi,Nigeria,0.0616,0,0,0
WC2018,7529,2018-06-16,Danijel Subašić,Croatia,0.0,0,0,0
WC2018,7529,2018-06-16,Šime Vrsaljko,Croatia,0.0118,0,0,0
WC2018,7529,2018-06-16,Dejan Lovren,Croatia,0.0785,0,0,0
WC2018,7529,2018-06-16,Domagoj Vida,Croatia,0.0,0,0,0
WC2018,7529,2018-06-16,Ivan Strinić,Croatia,0.0,0,0,0
WC2018,7529,2018-06-16,Luka Modrić,Croatia,0.0,0,1,1
WC2018,7529,2018-06-16,Ivan Rakitić,Croatia,0.0184,0,0,0
WC2018,7529,2018-06-16,Ivan Perišić,Croatia,0.067,0,0,0
WC2018,7529,2018-06-16,Andrej Kramarić,Croatia,0.1356,0,0,0
WC2018,7529,2018-06-16,Ante Rebić,Croatia,0.0285,0,0,0
WC2018,7529,2018-06-16,Mario Mandžukić,Croatia,0.428,0,0,0
WC2018,7529,2018-06-16,Francis Odinaka Uzoho,Nigeria,0.0,0,0,0
WC2018,7529,2018-06-16,Abdullahi Shehu,Nigeria,0.0,0,0,0
WC2018,7529,2018-06-16,William Troost-Ekong,Nigeria,0.0,0,0,0
WC2018,7529,2018-06-16,Leon Aderemi Balogun,Nigeria,0.1124,0,0,0
WC2018,7529,2018-06-16,Brian Oladapo Idowu,Nigeria,0.0,0,0,0
WC2018,7529,2018-06-16,Alex Iwobi,Nigeria,0.0972,0,0,0
WC2018,7529,2018-06-16,Onyinye Wilfred Ndidi,Nigeria,0.0,0,0,0
WC2018,7529,2018-06-16,Oghenekaro Etebo,Nigeria,0.0291,0,0,0
WC2018,7529,2018-06-16,Victor Moses,Nigeria,0.1628,0,0,0
WC2018,7529,2018-06-16,John Michael Nchekwube Obinna,Nigeria,0.0,0,0,0
WC2018,7529,2018-06-16,Odion Jude Ighalo,Nigeria,0.3088,0,0,0
WC2018,7529,2018-06-16,Marcelo Brozović,Croatia,0.0,0,0,0
WC2018,7529,2018-06-16,Ahmed Musa,Nigeria,0.0,0,0,0
WC2018,7529,2018-06-16,Kelechi Promise Iheanacho,Nigeria,0.052,0,0,0
WC2018,7529,2018-06-16,Mateo Kovačić,Croatia,0.1431,0,0,0
WC2018,7529,2018-06-16,Marko Pjaca,Croatia,0.0,0,0,0
WC2018,7529,2018-06-16,Simeon Tochukwu Nwankwo,Nigeria,0.0,0,0,0
WC2018,7562,2018-06-26,Mathew Ryan,Australia,0.0,0,0,0
WC2018,7562,2018-06-26,Josh Risdon,Australia,0.0,0,0,0
WC2018,7562,2018-06-26,Trent Sainsbury,Australia,0.3079,0,0,0
WC2018,7562,2018-06-26,Mark Milligan,Australia,0.0,0,0,0
