date,home,away,home_ml,away_ml,p_home_close,p_away_close,vig,n_books
2024-07-04,Minnesota Twins,Detroit Tigers,-170,144,0.60546,0.39454,0.03878,6
2024-07-04,New York Yankees,Cincinnati Reds,-185,152,0.62061,0.37939,0.04595,6
2024-07-04,Pittsburgh Pirates,St. Louis Cardinals,-110,-115,0.49477,0.50523,0.05869,6
2024-07-04,Seattle Mariners,Baltimore Orioles,-146,121,0.56706,0.43294,0.04516,6
2024-07-04,Texas Rangers,San Diego Padres,-158,130,0.58451,0.41549,0.04643,6
2024-07-04,Toronto Blue Jays,Houston Astros,-107,-112,0.49455,0.50545,0.04521,6
2024-07-04,Washington Nationals,New York Mets,-106,-112,0.49284,0.50716,0.04168,6
2024-07-05,Atlanta Braves,Philadelphia Phillies,-140,116,0.55846,0.44154,0.04609,6
2024-07-05,Chicago Cubs,Los Angeles Angels,-202,162,0.63713,0.36287,0.04983,6
2024-07-05,Cincinnati Reds,Detroit Tigers,-148,120,0.56764,0.43236,0.05132,6
2024-07-05,Cleveland Guardians,San Francisco Giants,-187,156,0.62519,0.37481,0.04219,6
2024-07-05,Colorado Rockies,Milwaukee Brewers,114,-138,0.44568,0.55432,0.04603,6
2024-07-05,Kansas City Royals,Tampa Bay Rays,-106,-112,0.49341,0.50659,0.04286,6
2024-07-05,Miami Marlins,Chicago White Sox,-138,116,0.55641,0.44359,0.04368,6
2024-07-05,New York Yankees,Boston Red Sox,-142,120,0.56385,0.43615,0.04217,6
2024-07-05,Pittsburgh Pirates,New York Mets,-140,115,0.55638,0.44362,0.04845,6
2024-07-05,Washington Nationals,St. Louis Cardinals,136,-163,0.40555,0.59445,0.0426,6
2024-07-06,Athletics,Baltimore Orioles,140,-166,0.40063,0.59937,0.04002,6
2024-07-06,Atlanta Braves,Philadelphia Phillies,-122,102,0.52716,0.47284,0.04439,6
2024-07-06,Chicago Cubs,Los Angeles Angels,-152,128,0.57845,0.42155,0.04274,6
2024-07-06,Cincinnati Reds,Detroit Tigers,-160,135,0.59148,0.40852,0.04165,6
2024-07-06,Cleveland Guardians,San Francisco Giants,-130,110,0.54274,0.45726,0.04141,6
2024-07-06,Colorado Rockies,Kansas City Royals,153,-184,0.37868,0.62132,0.04376,6
2024-07-06,Los Angeles Dodgers,Milwaukee Brewers,-212,178,0.65362,0.34638,0.04036,6
2024-07-06,Miami Marlins,Chicago White Sox,132,-158,0.41287,0.58713,0.04176,6
2024-07-06,Minnesota Twins,Houston Astros,-153,126,0.57801,0.42199,0.04624,6
2024-07-06,New York Yankees,Boston Red Sox,-181,150,0.61691,0.38309,0.04413,6
2024-07-06,Pittsburgh Pirates,New York Mets,113,-136,0.44933,0.55067,0.04486,6
2024-07-06,Seattle Mariners,Toronto Blue Jays,-136,115,0.55298,0.44702,0.04049,6
2024-07-06,Texas Rangers,Tampa Bay Rays,-113,-110,0.50264,0.49736,0.05546,6
2024-07-06,Washington Nationals,St. Louis Cardinals,-131,111,0.54475,0.45525,0.04103,6
2024-07-07,Athletics,Baltimore Orioles,150,-182,0.38286,0.61714,0.04476,6
2024-07-07,Atlanta Braves,Philadelphia Phillies,-162,135,0.59206,0.40794,0.04312,6
2024-07-07,Chicago Cubs,Los Angeles Angels,-150,125,0.57447,0.42553,0.04444,6
2024-07-07,Cincinnati Reds,Detroit Tigers,108,-131,0.4594,0.5406,0.04903,6
2024-07-07,Cleveland Guardians,San Francisco Giants,-135,113,0.55028,0.44972,0.04395,6
2024-07-07,Colorado Rockies,Kansas City Royals,130,-156,0.41609,0.58391,0.04492,6
2024-07-07,Los Angeles Dodgers,Milwaukee Brewers,-176,148,0.61239,0.38761,0.04238,6
2024-07-07,Miami Marlins,Chicago White Sox,-149,125,0.57381,0.42619,0.04284,6
2024-07-07,Minnesota Twins,Houston Astros,-149,125,0.57381,0.42619,0.04284,6
2024-07-07,New York Yankees,Boston Red Sox,-132,110,0.54479,0.45521,0.04608,6
2024-07-07,Pittsburgh Pirates,New York Mets,110,-130,0.45726,0.54274,0.04141,6
2024-07-07,San Diego Padres,Arizona Diamondbacks,-130,110,0.54274,0.45726,0.04141,6
2024-07-07,Seattle Mariners,Toronto Blue Jays,-155,126,0.57926,0.42074,0.04934,6
2024-07-07,Texas Rangers,Tampa Bay Rays,-135,114,0.55202,0.44798,0.04067,6
2024-07-07,Washington Nationals,St. Louis Cardinals,-110,-110,0.5,0.5,0.04762,6
2024-07-08,Cincinnati Reds,Colorado Rockies,-168,142,0.6032,0.3968,0.03924,6
2024-07-08,Detroit Tigers,Cleveland Guardians,120,-144,0.43544,0.56456,0.04387,6
2024-07-08,Pittsburgh Pirates,New York Mets,-121,102,0.52516,0.47484,0.04256,6
2024-07-09,Arizona Diamondbacks,Atlanta Braves,100,-119,0.47921,0.52079,0.04338,6
2024-07-09,Baltimore Orioles,Chicago Cubs,-191,158,0.62827,0.37173,0.04471,6
2024-07-09,Boston Red Sox,Athletics,-208,172,0.64774,0.35226,0.04177,6
2024-07-09,Chicago White Sox,Minnesota Twins,180,-219,0.3422,0.6578,0.04366,6
2024-07-09,Cincinnati Reds,Colorado Rockies,-199,164,0.63773,0.36227,0.04362,6
2024-07-09,Detroit Tigers,Cleveland Guardians,120,-142,0.43651,0.56349,0.04132,6
2024-07-09,Los Angeles Angels,Texas Rangers,130,-155,0.41701,0.58299,0.04263,6
2024-07-09,New York Mets,Washington Nationals,-138,117,0.55718,0.44282,0.04066,6
2024-07-09,Philadelphia Phillies,Los Angeles Dodgers,-166,136,0.59481,0.40519,0.04798,6
2024-07-09,Tampa Bay Rays,New York Yankees,100,-120,0.47826,0.52174,0.04545,6
2024-07-10,Arizona Diamondbacks,Atlanta Braves,-105,-116,0.48766,0.51234,0.0503,6
2024-07-10,Baltimore Orioles,Chicago Cubs,-180,150,0.6162,0.3838,0.04222,6
2024-07-10,Boston Red Sox,Athletics,-197,164,0.63651,0.36349,0.04209,6
2024-07-10,Chicago White Sox,Minnesota Twins,136,-162,0.40743,0.59257,0.04222,4
2024-07-10,Cincinnati Reds,Colorado Rockies,-196,161,0.63346,0.36654,0.0453,6
2024-07-10,Detroit Tigers,Cleveland Guardians,123,-146,0.43005,0.56995,0.04275,6
2024-07-10,Houston Astros,Miami Marlins,-182,153,0.62041,0.37959,0.04127,6
2024-07-10,Los Angeles Angels,Texas Rangers,152,-182,0.38052,0.61948,0.04284,6
2024-07-10,Milwaukee Brewers,Pittsburgh Pirates,-163,136,0.59394,0.40606,0.0435,6
2024-07-10,New York Mets,Washington Nationals,-204,170,0.64455,0.35545,0.04196,6
2024-07-10,Philadelphia Phillies,Los Angeles Dodgers,-136,115,0.55298,0.44702,0.04049,6
2024-07-10,San Diego Padres,Seattle Mariners,119,-139,0.43982,0.56018,0.03821,6
2024-07-10,San Francisco Giants,Toronto Blue Jays,-134,112,0.54852,0.45148,0.04232,6
2024-07-10,St. Louis Cardinals,Kansas City Royals,-120,100,0.52174,0.47826,0.04545,5
2024-07-10,Tampa Bay Rays,New York Yankees,-121,102,0.52516,0.47484,0.04256,6
2024-07-11,Arizona Diamondbacks,Atlanta Braves,101,-120,0.47702,0.52298,0.04297,6
2024-07-11,Boston Red Sox,Athletics,-239,195,0.6753,0.3247,0.044,6
2024-07-11,Cincinnati Reds,Colorado Rockies,-205,170,0.64473,0.35527,0.0425,6
2024-07-11,Detroit Tigers,Cleveland Guardians,-122,104,0.52839,0.47161,0.04196,6
2024-07-11,Houston Astros,Miami Marlins,-242,198,0.67845,0.32155,0.0436,6
2024-07-11,Los Angeles Angels,Texas Rangers,108,-128,0.46234,0.53766,0.04237,6
2024-07-11,Milwaukee Brewers,Pittsburgh Pirates,-162,135,0.59206,0.40794,0.04312,6
2024-07-11,New York Mets,Washington Nationals,-150,125,0.57447,0.42553,0.04444,6
2024-07-11,Philadelphia Phillies,Los Angeles Dodgers,-155,130,0.58299,0.41701,0.04263,6
2024-07-11,San Francisco Giants,Toronto Blue Jays,-162,136,0.59257,0.40743,0.04222,6
2024-07-12,Arizona Diamondbacks,Atlanta Braves,-120,-105,0.51572,0.48428,0.05765,6
2024-07-12,Baltimore Orioles,New York Yankees,110,-130,0.45726,0.54274,0.04141,6
2024-07-12,Boston Red Sox,Kansas City Royals,-105,-114,0.48967,0.51033,0.04599,6
2024-07-12,Cincinnati Reds,Miami Marlins,-177,148,0.61263,0.38737,0.04303,6
2024-07-12,Detroit Tigers,Los Angeles Dodgers,-151,126,0.57674,0.42326,0.04309,6
2024-07-12,Houston Astros,Miami Marlins,-232,190,0.66973,0.33027,0.04408,6
2024-07-12,Los Angeles Angels,Seattle Mariners,140,-165,0.40091,0.59909,0.03931,6
2024-07-12,New York Mets,Colorado Rockies,-290,232,0.71202,0.28798,0.04434,6
2024-07-12,Philadelphia Phillies,Athletics,-255,195,0.67939,0.32061,0.05729,6
2024-07-12,Tampa Bay Rays,Cleveland Guardians,-136,116,0.55433,0.44567,0.0412,6
2024-07-13,Arizona Diamondbacks,Toronto Blue Jays,-135,114,0.55202,0.44798,0.04067,6
2024-07-13,Baltimore Orioles,New York Yankees,-140,120,0.56241,0.43759,0.03875,6
2024-07-13,Boston Red Sox,Kansas City Royals,-136,113,0.55067,0.44933,0.04486,6
2024-07-13,Chicago White Sox,Pittsburgh Pirates,-168,141,0.60145,0.39855,0.04111,6
2024-07-13,Cincinnati Reds,Miami Marlins,-154,130,0.58237,0.41763,0.04108,6
2024-07-13,Detroit Tigers,Los Angeles Dodgers,102,-121,0.47484,0.52516,0.04256,6
2024-07-13,Houston Astros,Texas Rangers,-147,124,0.57084,0.42916,0.04257,6
2024-07-13,Los Angeles Angels,Seattle Mariners,112,-135,0.4503,0.5497,0.04506,6
2024-07-13,Milwaukee Brewers,Washington Nationals,-272,220,0.70068,0.29932,0.04404,6
2024-07-13,New York Mets,Colorado Rockies,-206,171,0.64612,0.35388,0.04274,6
2024-07-13,Philadelphia Phillies,Athletics,-190,158,0.62785,0.37215,0.04352,6
2024-07-13,San Diego Padres,Atlanta Braves,-117,-102,0.51639,0.48361,0.04412,6
2024-07-13,San Francisco Giants,Minnesota Twins,124,-149,0.42673,0.57327,0.04383,6
2024-07-13,St. Louis Cardinals,Chicago Cubs,-202,170,0.64362,0.35638,0.03924,6
2024-07-13,Tampa Bay Rays,Cleveland Guardians,-106,-112,0.49346,0.50654,0.04515,6
2024-07-14,Arizona Diamondbacks,Toronto Blue Jays,-124,104,0.53052,0.46948,0.04157,6
2024-07-14,Boston Red Sox,Kansas City Royals,-144,120,0.56491,0.43509,0.04471,6
2024-07-14,Chicago White Sox,Pittsburgh Pirates,144,-174,0.392,0.608,0.04337,6
2024-07-14,Cincinnati Reds,Miami Marlins,-186,154,0.62315,0.37685,0.04266,6
2024-07-14,Detroit Tigers,Los Angeles Dodgers,118,-138,0.44188,0.55812,0.04048,6
2024-07-14,Houston Astros,Texas Rangers,-125,105,0.53247,0.46753,0.04336,6
2024-07-14,Los Angeles Angels,Seattle Mariners,121,-150,0.42992,0.57008,0.05249,6
2024-07-14,Milwaukee Brewers,Washington Nationals,-149,126,0.57436,0.42564,0.04185,6
2024-07-14,New York Mets,Colorado Rockies,-200,166,0.63986,0.36014,0.0419,6
2024-07-14,Philadelphia Phillies,Athletics,-245,200,0.68056,0.31944,0.04348,6
2024-07-14,San Diego Padres,Atlanta Braves,142,-168,0.3968,0.6032,0.03924,6
2024-07-14,San Francisco Giants,Minnesota Twins,-162,136,0.59337,0.40663,0.04205,6
2024-07-14,St. Louis Cardinals,Chicago Cubs,-128,109,0.53988,0.46012,0.03987,6
2024-07-14,Tampa Bay Rays,Cleveland Guardians,-130,110,0.54274,0.45726,0.04141,6
2024-07-19,Chicago Cubs,Arizona Diamondbacks,-151,120,0.56962,0.43038,0.05614,6
2024-07-19,Cleveland Guardians,San Diego Padres,-166,138,0.59685,0.40315,0.0444,6
2024-07-19,Miami Marlins,New York Mets,118,-148,0.43516,0.56484,0.05654,6
2024-07-19,New York Yankees,Tampa Bay Rays,-172,142,0.60455,0.39545,0.04711,6
2024-07-19,Pittsburgh Pirates,Philadelphia Phillies,145,-177,0.38978,0.61022,0.04715,6
2024-07-19,Toronto Blue Jays,Detroit Tigers,-144,116,0.56074,0.43926,0.05397,6
2024-07-19,Washington Nationals,Cincinnati Reds,114,-135,0.44856,0.55144,0.04176,6
2024-07-20,Athletics,Los Angeles Angels,-120,100,0.52174,0.47826,0.04545,6
2024-07-20,Atlanta Braves,St. Louis Cardinals,101,-120,0.47702,0.52298,0.04297,6
2024-07-20,Chicago Cubs,Arizona Diamondbacks,116,-138,0.44339,0.55661,0.04173,6
2024-07-20,Cleveland Guardians,San Diego Padres,-116,-104,0.51192,0.48808,0.04697,6
2024-07-20,Colorado Rockies,San Francisco Giants,114,-134,0.44953,0.55047,0.04194,6
2024-07-20,Kansas City Royals,Chicago White Sox,-236,194,0.67425,0.32575,0.04238,6
2024-07-20,Los Angeles Dodgers,Boston Red Sox,-134,113,0.54989,0.45011,0.04304,6
2024-07-20,Miami Marlins,New York Mets,140,-168,0.39902,0.60098,0.04423,6
2024-07-20,Minnesota Twins,Milwaukee Brewers,-125,105,0.53247,0.46753,0.04336,6
2024-07-20,New York Yankees,Tampa Bay Rays,-170,140,0.60203,0.39797,0.04698,6
2024-07-20,Pittsburgh Pirates,Philadelphia Phillies,142,-168,0.39654,0.60346,0.03993,6
2024-07-20,Seattle Mariners,Houston Astros,-118,-105,0.51332,0.48668,0.05243,6
2024-07-20,Texas Rangers,Baltimore Orioles,-104,-118,0.4861,0.5139,0.05123,6
2024-07-20,Toronto Blue Jays,Detroit Tigers,-128,105,0.53465,0.46535,0.04824,6
2024-07-20,Washington Nationals,Cincinnati Reds,101,-120,0.47655,0.52345,0.044,6
2024-07-21,Athletics,Los Angeles Angels,-126,106,0.53456,0.46544,0.04296,6
2024-07-21,Atlanta Braves,St. Louis Cardinals,-142,120,0.56349,0.43651,0.04132,6
2024-07-21,Cleveland Guardians,San Diego Padres,-118,-107,0.51103,0.48897,0.05714,6
2024-07-21,Colorado Rockies,San Francisco Giants,134,-165,0.407,0.593,0.04999,6
2024-07-21,Kansas City Royals,Chicago White Sox,-248,198,0.67974,0.32026,0.0478,6
2024-07-21,Los Angeles Dodgers,Boston Red Sox,-115,-105,0.51083,0.48917,0.04708,6
2024-07-21,Miami Marlins,New York Mets,121,-143,0.43468,0.56532,0.04097,6
2024-07-21,Minnesota Twins,Milwaukee Brewers,-164,136,0.59528,0.40472,0.04476,6
2024-07-21,New York Yankees,Tampa Bay Rays,-152,126,0.57662,0.42338,0.04742,6
2024-07-21,Pittsburgh Pirates,Philadelphia Phillies,104,-128,0.46718,0.53282,0.05184,6
2024-07-21,Seattle Mariners,Houston Astros,-135,110,0.54677,0.45323,0.05066,6
2024-07-21,Texas Rangers,Baltimore Orioles,-130,105,0.53676,0.46324,0.05302,6
2024-07-21,Toronto Blue Jays,Detroit Tigers,-168,142,0.60346,0.39654,0.03993,6
2024-07-21,Washington Nationals,Cincinnati Reds,-115,-105,0.51083,0.48917,0.04708,6
2024-07-22,Atlanta Braves,Cincinnati Reds,-142,120,0.56349,0.43651,0.04132,6
2024-07-22,Cleveland Guardians,Detroit Tigers,121,-145,0.43328,0.56672,0.04433,6
2024-07-22,Miami Marlins,New York Mets,124,-149,0.42673,0.57327,0.04383,6
2024-07-22,Minnesota Twins,Philadelphia Phillies,-110,-115,0.49477,0.50523,0.05869,6
2024-07-22,New York Yankees,Tampa Bay Rays,-170,144,0.60572,0.39428,0.03947,6
2024-07-22,Pittsburgh Pirates,St. Louis Cardinals,-125,105,0.53247,0.46753,0.04336,6
2024-07-23,Athletics,Houston Astros,125,-150,0.42553,0.57447,0.04444,6
2024-07-23,Chicago Cubs,Milwaukee Brewers,100,-120,0.47826,0.52174,0.04545,6
2024-07-23,Cleveland Guardians,Detroit Tigers,-135,115,0.55259,0.44741,0.03958,6
2024-07-23,Colorado Rockies,Boston Red Sox,142,-168,0.39753,0.60247,0.04164,6
2024-07-23,Kansas City Royals,Arizona Diamondbacks,-156,131,0.58435,0.41565,0.04151,6
2024-07-23,Los Angeles Dodgers,San Francisco Giants,-130,108,0.54055,0.45945,0.04389,6
2024-07-23,Miami Marlins,Baltimore Orioles,144,-174,0.39199,0.60801,0.04554,6
2024-07-23,Minnesota Twins,Philadelphia Phillies,125,-149,0.42619,0.57381,0.04284,6
2024-07-23,New York Yankees,New York Mets,-156,130,0.5833,0.4167,0.04339,6
2024-07-23,Pittsburgh Pirates,St. Louis Cardinals,-180,150,0.61644,0.38356,0.04286,6
2024-07-23,Seattle Mariners,Los Angeles Angels,-163,134,0.59136,0.40864,0.04804,6
2024-07-23,Texas Rangers,Chicago White Sox,-180,149,0.61549,0.38451,0.04446,6
2024-07-23,Toronto Blue Jays,Tampa Bay Rays,-132,112,0.54714,0.45286,0.04159,6
2024-07-23,Washington Nationals,San Diego Padres,-118,-102,0.51688,0.48312,0.04518,6
2024-07-24,Athletics,Houston Astros,114,-136,0.44759,0.55241,0.04157,6
2024-07-24,Atlanta Braves,Cincinnati Reds,-135,110,0.54677,0.45323,0.05066,5
2024-07-24,Chicago Cubs,Milwaukee Brewers,-110,-111,0.49893,0.50107,0.04988,6
2024-07-24,Cleveland Guardians,Detroit Tigers,-144,120,0.56456,0.43544,0.04387,6
2024-07-24,Colorado Rockies,Boston Red Sox,125,-154,0.42267,0.57733,0.05152,6
2024-07-24,Kansas City Royals,Arizona Diamondbacks,-113,-106,0.50821,0.49179,0.0439,6
2024-07-24,Los Angeles Dodgers,San Francisco Giants,-155,130,0.58299,0.41701,0.04263,6
2024-07-24,Miami Marlins,Baltimore Orioles,121,-148,0.43158,0.56842,0.04845,6
2024-07-24,Minnesota Twins,Philadelphia Phillies,116,-140,0.44211,0.55789,0.04716,6
2024-07-24,New York Yankees,New York Mets,-180,144,0.61019,0.38981,0.05353,6
2024-07-24,Pittsburgh Pirates,St. Louis Cardinals,-106,-113,0.49294,0.50706,0.04625,6
2024-07-24,Seattle Mariners,Los Angeles Angels,-165,139,0.59809,0.40191,0.04105,6
2024-07-24,Texas Rangers,Chicago White Sox,-135,112,0.54912,0.45088,0.04617,6
2024-07-24,Toronto Blue Jays,Tampa Bay Rays,100,-120,0.47826,0.52174,0.04545,6
2024-07-24,Washington Nationals,San Diego Padres,-110,-115,0.49477,0.50523,0.05869,6
2024-07-25,Cleveland Guardians,Detroit Tigers,-149,125,0.57381,0.42619,0.04284,6
2024-07-25,Kansas City Royals,Arizona Diamondbacks,-125,105,0.53247,0.46753,0.04336,6
2024-07-25,Los Angeles Dodgers,San Francisco Giants,-200,164,0.63724,0.36276,0.04617,6
2024-07-25,Miami Marlins,Baltimore Orioles,190,-246,0.3266,0.6734,0.05581,6
2024-07-25,Texas Rangers,Chicago White Sox,-288,230,0.7101,0.2899,0.0453,6
2024-07-25,Toronto Blue Jays,Tampa Bay Rays,-114,-106,0.50758,0.49242,0.04735,6
2024-07-25,Washington Nationals,San Diego Padres,135,-160,0.40852,0.59148,0.04165,6
2024-07-26,Baltimore Orioles,San Diego Padres,-202,168,0.6421,0.3579,0.04256,6
2024-07-26,Boston Red Sox,New York Yankees,102,-122,0.47284,0.52716,0.04439,6
2024-07-26,Detroit Tigers,Minnesota Twins,156,-187,0.37527,0.62473,0.04296,6
2024-07-26,Los Angeles Angels,Athletics,-114,-105,0.51033,0.48967,0.04599,6
2024-07-26,New York Mets,Atlanta Braves,-135,114,0.55202,0.44798,0.04067,6
2024-07-26,Philadelphia Phillies,Cleveland Guardians,-190,159,0.6292,0.3708,0.04127,6
2024-07-26,Tampa Bay Rays,Cincinnati Reds,-110,-110,0.5,0.5,0.04762,6
2024-07-27,Arizona Diamondbacks,Pittsburgh Pirates,-172,144,0.60701,0.39299,0.04286,6
2024-07-27,Baltimore Orioles,San Diego Padres,-105,-115,0.48917,0.51083,0.04708,6
2024-07-27,Boston Red Sox,New York Yankees,-120,100,0.52174,0.47826,0.04545,6
2024-07-27,Chicago White Sox,Seattle Mariners,145,-180,0.38835,0.61165,0.05102,6
2024-07-27,Detroit Tigers,Minnesota Twins,101,-126,0.47156,0.52844,0.05503,6
2024-07-27,Houston Astros,Los Angeles Dodgers,-138,116,0.55546,0.44454,0.04387,6
2024-07-27,Kansas City Royals,Chicago Cubs,-155,130,0.58299,0.41701,0.04263,6
2024-07-27,Milwaukee Brewers,Miami Marlins,-248,192,0.67567,0.32433,0.05411,6
2024-07-27,New York Mets,Atlanta Braves,-120,100,0.52174,0.47826,0.04545,6
2024-07-27,Philadelphia Phillies,Cleveland Guardians,-156,130,0.5833,0.4167,0.04339,6
2024-07-27,San Francisco Giants,Colorado Rockies,-175,145,0.60924,0.39076,0.04453,6
2024-07-27,St. Louis Cardinals,Washington Nationals,-170,142,0.603,0.397,0.04302,6
2024-07-27,Tampa Bay Rays,Cincinnati Reds,-131,108,0.5406,0.4594,0.04903,6
2024-07-27,Toronto Blue Jays,Texas Rangers,-134,113,0.5491,0.4509,0.04122,6
2024-07-28,Arizona Diamondbacks,Pittsburgh Pirates,-185,150,0.61873,0.38127,0.04912,6
2024-07-28,Baltimore Orioles,San Diego Padres,-138,118,0.55812,0.44188,0.04048,6
2024-07-28,Boston Red Sox,New York Yankees,-105,-115,0.48917,0.51083,0.04708,6
2024-07-28,Chicago White Sox,Seattle Mariners,110,-130,0.45726,0.54274,0.04141,6
2024-07-28,Detroit Tigers,Minnesota Twins,124,-148,0.42706,0.57294,0.04302,6
2024-07-28,Houston Astros,Los Angeles Dodgers,-138,114,0.55394,0.44606,0.04515,6
2024-07-28,Kansas City Royals,Chicago Cubs,-186,150,0.6194,0.3806,0.05096,6
2024-07-28,Los Angeles Angels,Athletics,-128,109,0.53988,0.46012,0.03987,6
2024-07-28,Milwaukee Brewers,Miami Marlins,-216,176,0.65381,0.34619,0.04471,6
2024-07-28,New York Mets,Atlanta Braves,-115,-108,0.50798,0.49202,0.05296,6
2024-07-28,Philadelphia Phillies,Cleveland Guardians,-130,110,0.54274,0.45726,0.04141,6
2024-07-28,San Francisco Giants,Colorado Rockies,-192,156,0.62778,0.37222,0.0474,6
2024-07-28,St. Louis Cardinals,Washington Nationals,-153,126,0.57801,0.42199,0.04624,6
2024-07-28,Tampa Bay Rays,Cincinnati Reds,102,-120,0.47531,0.52469,0.04153,6
2024-07-28,Toronto Blue Jays,Texas Rangers,116,-137,0.44472,0.55528,0.04102,6
2024-07-29,Baltimore Orioles,Toronto Blue Jays,-151,126,0.57674,0.42326,0.04309,6
2024-07-29,Boston Red Sox,Seattle Mariners,-121,102,0.52516,0.47484,0.04256,6
2024-07-29,Cincinnati Reds,Chicago Cubs,-104,-115,0.48858,0.51142,0.04589,6
2024-07-29,Detroit Tigers,Cleveland Guardians,136,-162,0.40584,0.59416,0.04188,6
2024-07-29,New York Mets,Minnesota Twins,-114,-105,0.50982,0.49018,0.04491,6
2024-07-29,Philadelphia Phillies,New York Yankees,-135,116,0.55317,0.44683,0.03851,6
2024-07-29,St. Louis Cardinals,Texas Rangers,-105,-115,0.48917,0.51083,0.04708,6
2024-07-30,Arizona Diamondbacks,Washington Nationals,-165,140,0.59909,0.40091,0.03931,6
2024-07-30,Baltimore Orioles,Toronto Blue Jays,-212,178,0.65362,0.34638,0.04036,6
2024-07-30,Boston Red Sox,Seattle Mariners,100,-120,0.47826,0.52174,0.04545,6
2024-07-30,Chicago White Sox,Kansas City Royals,145,-175,0.39076,0.60924,0.04453,6
2024-07-30,Cincinnati Reds,Chicago Cubs,110,-130,0.45726,0.54274,0.04141,6
2024-07-30,Detroit Tigers,Cleveland Guardians,115,-136,0.44625,0.55375,0.04228,6
2024-07-30,Houston Astros,Pittsburgh Pirates,112,-132,0.45327,0.54673,0.04066,6
2024-07-30,Milwaukee Brewers,Atlanta Braves,-120,100,0.52174,0.47826,0.04545,6
2024-07-30,New York Mets,Minnesota Twins,-115,-105,0.51083,0.48917,0.04708,6
2024-07-30,Philadelphia Phillies,New York Yankees,-148,120,0.56731,0.43269,0.05051,6
2024-07-30,St. Louis Cardinals,Texas Rangers,101,-120,0.47702,0.52298,0.04297,6
2024-07-30,Tampa Bay Rays,Miami Marlins,-178,149,0.61454,0.38546,0.04189,6
2024-07-31,Arizona Diamondbacks,Washington Nationals,-170,142,0.60399,0.39601,0.04131,6
2024-07-31,Baltimore Orioles,Toronto Blue Jays,-245,200,0.68056,0.31944,0.04348,6
2024-07-31,Boston Red Sox,Seattle Mariners,-112,-112,0.5,0.5,0.05882,6
2024-07-31,Chicago White Sox,Kansas City Royals,161,-194,0.36734,0.63266,0.04301,6
2024-07-31,Cincinnati Reds,Chicago Cubs,-158,130,0.58451,0.41549,0.04643,6
2024-07-31,Houston Astros,Pittsburgh Pirates,-199,166,0.6386,0.3614,0.0422,6
2024-07-31,Los Angeles Angels,Colorado Rockies,-135,114,0.55202,0.44798,0.04067,6
2024-07-31,Milwaukee Brewers,Atlanta Braves,-112,-108,0.50433,0.49567,0.04753,6
2024-07-31,New York Mets,Minnesota Twins,106,-125,0.46693,0.53307,0.04217,6
2024-07-31,Philadelphia Phillies,New York Yankees,-116,-104,0.5131,0.4869,0.04456,6
2024-07-31,San Diego Padres,Los Angeles Dodgers,114,-135,0.44798,0.55202,0.04067,6
2024-07-31,San Francisco Giants,Athletics,-190,159,0.62899,0.37101,0.04068,6
2024-07-31,St. Louis Cardinals,Texas Rangers,-105,-119,0.48523,0.51477,0.05557,6
2024-07-31,Tampa Bay Rays,Miami Marlins,-255,198,0.68122,0.31878,0.05444,6
2024-08-01,Atlanta Braves,Miami Marlins,-272,205,0.69052,0.30948,0.05941,6
2024-08-01,Cleveland Guardians,Baltimore Orioles,-114,-109,0.5053,0.4947,0.05424,6
2024-08-01,Detroit Tigers,Kansas City Royals,138,-166,0.40264,0.59736,0.04352,6
2024-08-01,Houston Astros,Pittsburgh Pirates,-228,180,0.66045,0.33955,0.0518,6
2024-08-01,Los Angeles Angels,Colorado Rockies,-139,114,0.55449,0.44551,0.04888,6
2024-08-01,San Diego Padres,Los Angeles Dodgers,-149,120,0.56886,0.43114,0.05191,6
2024-08-01,San Francisco Giants,Athletics,-205,170,0.64473,0.35527,0.0425,6
2024-08-02,Atlanta Braves,Miami Marlins,-244,200,0.6803,0.3197,0.04264,6
2024-08-02,Chicago Cubs,St. Louis Cardinals,-114,-105,0.5093,0.4907,0.04381,6
2024-08-02,Cincinnati Reds,San Francisco Giants,116,-136,0.44453,0.55547,0.03906,6
2024-08-02,Cleveland Guardians,Baltimore Orioles,-105,-118,0.48668,0.51332,0.05243,6
2024-08-02,Detroit Tigers,Kansas City Royals,-120,100,0.52174,0.47826,0.04545,6
2024-08-02,Los Angeles Angels,Colorado Rockies,-122,102,0.52716,0.47284,0.04439,6
2024-08-02,New York Yankees,Toronto Blue Jays,-166,137,0.59689,0.40311,0.04671,6
2024-08-02,Pittsburgh Pirates,Arizona Diamondbacks,112,-137,0.44934,0.55066,0.04976,6
2024-08-02,Washington Nationals,Milwaukee Brewers,-112,-110,0.50266,0.49734,0.05322,6
2024-08-03,Athletics,Los Angeles Dodgers,120,-146,0.43393,0.56607,0.0499,6
2024-08-03,Atlanta Braves,Miami Marlins,-245,198,0.67873,0.32127,0.04628,6
2024-08-03,Chicago Cubs,St. Louis Cardinals,-115,-104,0.51142,0.48858,0.04589,6
2024-08-03,Cincinnati Reds,San Francisco Giants,-146,118,0.5637,0.4363,0.05138,6
2024-08-03,Cleveland Guardians,Baltimore Orioles,100,-122,0.47594,0.52406,0.05056,6
2024-08-03,Detroit Tigers,Kansas City Royals,-109,-114,0.49521,0.50479,0.05315,6
2024-08-03,Houston Astros,Tampa Bay Rays,-166,138,0.59736,0.40264,0.04352,6
