player,team,apps,npxg,goals,shots,pen_sh,pen_g,fk_sh,fk_xg,fk_g,assists,xa,key_passes
Stefan Posch,Austria,4.0,0.34,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.879,6.0
Almoez Ali Zainalabiddin Abdulla,Qatar,2.1,0.34,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdessamad Ezzalzouli,Morocco,5.5,0.34,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.312,4.0
Alfredo Kulembe Ribeiro,Angola,4.25,0.34,0.0,3.4,0.0,0.0,0.85,0.055,0.0,2.55,1.621,11.0
Robin Hranáč,Czech Republic,3.0,0.34,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.067,1.0
Sidi Bouna Sidi Amar,Mauritania,3.4,0.34,0.85,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.779,3.4
Grzegorz Krychowiak,Poland,5.25,0.34,0.45,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.133,2.3
Joachim Andersen,Denmark,7.75,0.34,0.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.183,2.0
Arda Güler,Turkey,5.0,0.33,1.0,9.0,0.0,0.0,1.0,0.042,0.0,2.0,1.214,9.0
Jacob Shaffelburg,Canada,6.0,0.33,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.394,8.0
John McGinn,Scotland,4.65,0.33,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.16,1.1
Matteo Pessina,Italy,2.2,0.33,1.1,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.095,1.7
Ben Davies,Wales,4.3,0.33,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed Musa,Nigeria,1.35,0.33,0.9,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.077,1.8
Carlos Henrique Casimiro,Brazil,4.6,0.33,1.4,8.8,0.7,0.7,0.7,0.018,0.0,0.0,0.224,4.2
Ruslan Malinovskiy,Ukraine,5.2,0.33,0.0,7.5,0.55,0.0,1.65,0.012,0.0,0.55,1.144,6.9
Frederico Rodrigues Santos,Brazil,2.8,0.33,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.156,2.8
Karol Linetty,Poland,1.1,0.33,0.55,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.026,1.1
Thomas Delaney,Denmark,8.8,0.33,0.55,5.7,0.0,0.0,0.0,0.0,0.0,0.45,0.739,4.6
Kaan Ayhan,Turkey,6.65,0.33,0.0,4.6,0.0,0.0,0.0,0.0,0.0,1.0,0.367,5.1
Mikel Merino Zazón,Spain,7.0,0.33,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,4.0
Eric Dier,England,4.1,0.33,0.45,2.7,0.45,0.45,0.0,0.0,0.0,0.0,0.0,0.0
Clésio Bauque,Mozambique,0.85,0.33,0.85,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Muzeu Bethuel,Namibia,3.4,0.32,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.85,0.231,0.8
Ayoze Pérez Gutiérrez,Spain,1.0,0.32,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saman Ghoddos,Iran,2.05,0.32,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.7
Ricardo Jorge Luz Horta,Portugal,2.1,0.32,0.7,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.7
Grant Campbell Hanley,Scotland,4.65,0.32,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.081,1.0
Samet Akaydin,Turkey,4.0,0.32,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teboho Mokoena,South Africa,5.95,0.32,2.55,18.7,3.4,1.7,4.25,0.108,0.85,0.85,0.723,9.3
Carlos Eccehomo Cuesta Figueroa,Colombia,5.0,0.32,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kalidou Koulibaly,Senegal,7.55,0.32,1.55,4.1,0.85,0.85,0.0,0.0,0.0,0.0,0.32,3.2
Kennedy Amutenya,Namibia,3.4,0.32,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luka Sučić,Croatia,3.0,0.32,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,3.0
Miguel Ángel Terceros,Bolivia,3.0,0.32,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohammed Al Burayk,Saudi Arabia,2.75,0.32,0.0,2.8,0.0,0.0,0.9,0.054,0.0,0.0,0.026,0.7
Deon Hotto Kavendji,Namibia,3.4,0.32,0.85,3.4,0.0,0.0,1.7,0.08,0.0,0.0,0.668,5.9
Simon Thorup Kjær,Denmark,5.8,0.32,0.45,1.6,0.45,0.45,0.0,0.0,0.0,0.0,0.191,1.4
Mykola Shaparenko,Ukraine,5.75,0.32,1.0,2.7,0.0,0.0,0.0,0.0,0.0,1.0,0.545,4.2
Sekou Oumar Sylla,Guinea,3.4,0.31,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.175,1.7
Nico Elvedi,Switzerland,4.15,0.31,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riccardo Calafiori,Italy,3.0,0.31,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142,2.0
João Maria Lobo Alves Palhinha Gonçalves,Portugal,7.2,0.31,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.147,2.4
Khuliso Johnson Mudau,South Africa,5.95,0.31,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.079,1.7
Yangel Clemente Herrera Ravelo,Venezuela,4.0,0.31,0.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.305,3.0
Saba Lobzhanidze,Georgia,1.0,0.31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleksandr Golovin,Russia,3.45,0.31,0.9,4.6,0.45,0.45,0.45,0.034,0.45,0.9,0.362,3.5
Rafael Santos Borré Amaury,Colombia,4.0,0.31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frank Onyeka,Nigeria,5.95,0.3,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.055,1.7
Hamza Rafia,Tunisia,1.7,0.3,0.85,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodrigo Eduardo Echeverría Sáez,Chile,3.0,0.3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ahmed Elsayed Ali Elsayed Hegazy,Egypt,4.75,0.3,0.85,2.5,0.85,0.85,0.0,0.0,0.0,0.85,0.193,2.5
Carlos Uriel Antuna Romero,Mexico,5.1,0.3,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.101,2.7
Fabián Cornelio Balbuena González,Paraguay,3.0,0.3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043,2.0
Pedro Guilherme Abreu dos Santos,Brazil,1.4,0.3,0.7,3.5,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0
Davy Klaassen,Netherlands,2.8,0.3,0.7,1.4,0.0,0.0,0.0,0.0,0.0,1.4,0.16,2.1
Nicolò Barella,Italy,7.3,0.3,1.55,3.8,0.0,0.0,0.0,0.0,0.0,1.1,0.435,8.9
Naïm Sliti,Tunisia,3.6,0.3,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.221,4.0
Sergio Leonel Agüero del Castillo,Argentina,1.8,0.3,0.9,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.5
José Correia,Guinea-Bissau,2.55,0.3,0.85,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed Salisu,Ghana,4.65,0.3,0.7,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mykhailo Mudryk,Ukraine,2.0,0.3,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.475,5.0
César Saúl Huerta Valera,Mexico,2.0,0.3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.309,4.0
Robin Aime Robert Le Normand,Spain,6.0,0.3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,1.0
Daichi Kamada,Japan,2.8,0.29,0.0,4.2,0.0,0.0,0.7,0.07,0.0,0.0,0.024,0.7
Joshua Sargent,United States,4.1,0.29,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.082,1.7
Dango Aboubacar Faissal Ouattara,Burkina Faso,1.7,0.29,0.0,3.4,0.0,0.0,0.85,0.007,0.0,0.0,0.108,3.4
Oumar Diakité,Côte d'Ivoire,4.25,0.29,0.85,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.064,1.7
Serhou Guirassy,Guinea,2.55,0.29,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Achraf Dari,Morocco,2.1,0.29,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johan Bakayoko,Belgium,2.0,0.29,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.081,2.0
Gaël Kakuta,Congo DR,3.4,0.29,0.0,6.8,0.0,0.0,0.85,0.032,0.0,0.0,0.754,6.8
Jordan Brian Henderson,England,7.8,0.29,1.25,4.2,0.45,0.0,0.0,0.0,0.0,0.0,0.233,3.2
Vincent Kompany,Belgium,2.25,0.29,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.5
Adam Gnezda Čerin,Slovenia,4.0,0.29,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056,2.0
Attila Fiola,Hungary,3.65,0.29,0.55,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.045,1.0
Keisuke Honda,Japan,1.35,0.28,0.45,1.8,0.0,0.0,0.45,0.003,0.0,0.45,0.084,0.5
Gabriel Teodoro Martinelli Silva,Brazil,4.1,0.28,1.0,3.8,1.0,1.0,0.0,0.0,0.0,0.0,0.133,2.1
Hakan Çalhanoğlu,Turkey,5.65,0.28,1.0,10.6,0.0,0.0,1.0,0.048,0.0,0.55,0.487,7.8
Yassine Meriah,Tunisia,6.0,0.28,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.7
Alexander Hartmann Bah,Denmark,5.4,0.28,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.055,2.0
Luis Miguel Nlavo Asue,Equatorial Guinea,3.4,0.28,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario Gavranović,Switzerland,3.65,0.28,1.65,3.0,1.1,1.1,0.0,0.0,0.0,0.45,0.302,2.0
Younès Belhanda,Morocco,1.35,0.28,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.9
Josip Šutalo,Croatia,3.7,0.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
André Miguel Valente Silva,Portugal,3.7,0.28,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.083,2.5
Robert Andrich,Germany,5.0,0.28,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,3.0
Davide Frattesi,Italy,4.0,0.27,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N'Golo Kanté,France,10.35,0.27,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.028,11.0
Cheikh Ahmadou Bamba Mbacke Dieng,Senegal,3.65,0.27,1.55,3.6,0.85,0.85,0.7,0.023,0.0,0.0,0.009,0.7
Angelo Smit Preciado Quiñónez,Ecuador,6.1,0.27,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.7,0.376,7.1
Víctor Alejandro Dávila Zavala,Chile,3.0,0.27,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.657,2.0
Temitayo Olufisayo Olaoluwa Aina,Nigeria,5.95,0.27,0.0,3.4,0.85,0.0,0.0,0.0,0.0,0.0,0.722,7.6
Nicolas Alexis Julio N'Koulou Ndoubena,Cameroon,1.4,0.27,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Francisco Romo Barrón,Mexico,3.0,0.27,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.419,9.0
Mohamed Youcef Belaïli,Algeria,2.55,0.27,0.0,8.5,0.0,0.0,1.7,0.026,0.0,0.85,0.535,5.1
Francisco Javier Calvo Quesada,Costa Rica,5.3,0.27,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Medhi Amine El Mouttaqi Benatia,Morocco,0.9,0.27,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Willy Afonso Semedo Johnson,Cape Verde Islands,4.25,0.26,0.0,4.2,0.85,0.0,0.0,0.0,0.0,0.0,0.082,1.7
Goran Pandev,North Macedonia,1.65,0.26,0.55,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.109,1.7
Sphephelo S''Miso Sithole,South Africa,5.95,0.26,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.166,2.5
Steven Bergwijn,Netherlands,4.8,0.26,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Milan Škriniar,Slovakia,5.65,0.26,0.55,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.038,2.0
Bilal El Khannous,Morocco,3.25,0.26,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.135,1.7
Mehmet Zeki Çelik,Turkey,4.65,0.26,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.696,4.1
Eduardo Camavinga,France,5.4,0.26,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.413,4.4
Andreas Skov Olsen,Denmark,5.5,0.26,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.428,2.2
Mateo Retegui,Italy,4.0,0.26,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Idrissa Gana Gueye,Senegal,5.15,0.26,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.85,0.163,1.5
Sekou Koita,Mali,2.55,0.26,0.0,5.1,0.0,0.0,1.7,0.11,0.0,0.0,0.445,3.4
Eduardo Antonio Guerrero Lozcano,Panama,4.0,0.26,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mohamed El Amine Amoura,Algeria,1.7,0.26,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.139,2.5
Kieran Trippier,England,13.55,0.26,0.9,4.1,0.45,0.45,2.6,0.166,0.45,1.0,2.191,25.1
Scott McKenna,Scotland,3.55,0.25,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johan Felipe Vásquez Ibarra,Mexico,3.0,0.25,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josip Stanišić,Croatia,2.7,0.25,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.049,1.0
Ismaeel Mohammad Mohammad,Qatar,1.4,0.25,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.7,0.051,0.7
Hiroki Sakai,Japan,3.2,0.25,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.088,1.6
Kobbie Mainoo,England,6.0,0.25,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,3.0
Michael Krmenčík,Czech Republic,2.2,0.25,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.056,0.6
Joseph Paintsil,Ghana,2.55,0.25,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.096,0.8
Mohammed Kanoo,Saudi Arabia,2.55,0.25,0.0,4.7,0.0,0.0,0.7,0.051,0.0,0.0,0.0,0.0
Takashi Inui,Japan,1.8,0.25,0.9,4.1,0.0,0.0,0.0,0.0,0.0,0.45,0.249,0.9
Franculino Gluda Djú,Guinea-Bissau,2.55,0.25,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Éder Gabriel Militão,Brazil,6.8,0.25,0.0,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.016,1.0
Folarin Balogun,United States,3.0,0.25,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roderick Alonso Miller Molina,Panama,3.0,0.24,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028,1.0
Javier Hernández Balcázar,Mexico,1.8,0.24,0.45,2.7,0.0,0.0,0.0,0.0,0.0,0.45,0.174,2.7
Marouane Fellaini-Bakkioui,Belgium,2.25,0.24,0.45,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.9
Iago Aspas Juncal,Spain,1.35,0.24,0.45,2.2,0.45,0.0,0.0,0.0,0.0,0.0,0.167,1.8
Gleison Bremer Silva Nascimento,Brazil,1.4,0.24,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Odion Jude Ighalo,Nigeria,1.35,0.24,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.046,0.9
Issoufou Dayo,Burkina Faso,3.4,0.24,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.8
José Andrés Guardado Hernández,Mexico,2.5,0.24,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.088,1.4
Nicolas Pépé,Côte d'Ivoire,4.25,0.24,0.85,4.2,0.85,0.85,0.0,0.0,0.0,0.0,0.263,4.2
Nacer Chadli,Belgium,3.8,0.24,0.45,2.5,0.0,0.0,0.0,0.0,0.0,0.45,0.362,3.7
Julian Draxler,Germany,0.9,0.24,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.079,1.8
Nélson Cabral Semedo,Portugal,6.65,0.23,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072,1.1
Christopher Wooh,Cameroon,4.1,0.23,0.85,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jesper Lindstrøm,Denmark,2.1,0.23,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richard Rios Montoya,Colombia,6.0,0.23,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256,5.0
Jackson Irvine,Australia,4.15,0.23,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.1
Youri Tielemans,Belgium,9.1,0.23,1.0,6.9,0.0,0.0,0.0,0.0,0.0,0.9,0.504,4.6
Yahia Attiyat allah,Morocco,5.9,0.23,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.7,0.309,3.6
Silvan Widmer,Switzerland,8.3,0.23,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.7,0.66,2.4
Bamidele Alli,England,2.25,0.23,0.45,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.139,1.4
Bryan Alberto Silva Teixeira Jr.,Cape Verde Islands,1.7,0.23,1.7,2.5,0.85,0.85,0.0,0.0,0.0,0.0,0.006,0.8
Nayef Aguerd,Morocco,6.2,0.23,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.111,1.5
Ola Toivonen,Sweden,2.25,0.23,0.45,2.2,0.0,0.0,0.45,0.048,0.0,0.45,0.327,2.2
Armando Broja,Albania,2.0,0.23,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,2.0
Jonas Hofmann,Germany,1.4,0.23,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.7
Viktor Tsygankov,Ukraine,3.2,0.23,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.1
Alieu Fadera,Gambia,2.55,0.23,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.85,0.157,0.8
Dayotchanculle Upamecano,France,9.5,0.23,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096,3.7
Musa Barrow,Gambia,2.55,0.23,0.0,6.8,0.0,0.0,2.55,0.05,0.0,0.0,0.375,5.9
Marcos Llorente Moreno,Spain,2.9,0.23,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.227,2.8
Diego Roberto Godín Leal,Uruguay,3.65,0.23,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.5
Leandro Trossard,Belgium,5.65,0.23,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.211,4.4
Ui-Jo Hwang,South Korea,2.8,0.23,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Witiness Chimoio João Quembo,Mozambique,2.55,0.23,0.85,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0.8
Ollie Watkins,England,3.0,0.22,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valentin Mihai Mihăilă,Romania,3.0,0.22,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renato Soares de Oliveira Augusto,Brazil,1.35,0.22,0.45,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hamdi Fathi,Egypt,3.4,0.22,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.08,2.5
Mattia Zaccagni,Italy,3.0,0.22,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,1.0
Christian Fassnacht,Switzerland,1.8,0.22,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Edmond Fayçal Tapsoba,Burkina Faso,3.4,0.22,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.023,0.8
Abdülkerim Bardakcı,Turkey,4.0,0.22,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.214,2.0
Marcos Aoás Corrêa,Brazil,7.95,0.22,0.0,2.4,0.7,0.0,0.0,0.0,0.0,0.0,0.488,3.5
Boubakar Kouyate,Mali,4.25,0.22,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
William Troost-Ekong,Nigeria,6.45,0.22,3.4,6.0,2.55,2.55,0.0,0.0,0.0,0.0,0.385,0.8
Ludwig Augustinsson,Sweden,4.45,0.22,0.45,1.9,0.0,0.0,0.45,0.037,0.0,0.0,0.231,2.8
Dominik Szoboszlai,Hungary,3.0,0.22,0.0,6.0,0.0,0.0,2.0,0.037,0.0,1.0,0.968,6.0
Iddrisu Baba Mohammed,Ghana,2.55,0.22,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.046,1.7
Yaser Esneider Asprilla Martínez,Colombia,1.0,0.22,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.0
Keysher Fuller Spence,Costa Rica,2.1,0.22,0.7,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.069,0.7
Ibrahim Sangaré,Côte d'Ivoire,5.1,0.22,0.0,4.2,0.0,0.0,0.85,0.006,0.0,0.0,0.005,0.8
Kevin José Rodríguez Cortez,Ecuador,5.4,0.22,1.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.083,3.0
Sasa Kalajdzic,Austria,2.2,0.22,0.55,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.6
Hemeya Tanjy,Mauritania,2.55,0.22,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.8
Rey Manaj,Albania,3.0,0.22,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timi Elšnik,Slovenia,4.0,0.22,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.383,3.0
Julian Jeanvier,Guinea,3.4,0.22,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.122,1.7
Eljif Elmas,North Macedonia,1.65,0.21,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.6
Cengiz Ünder,Turkey,1.65,0.21,0.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.187,3.3
Jannick Buyla Sam,Equatorial Guinea,3.4,0.21,0.85,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.8
Pape Gueye,Senegal,4.65,0.21,0.85,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.227,2.2
Emam Ashour Metwally Abdelghany,Egypt,2.55,0.21,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.098,2.5
Mohamed Dräger,Tunisia,1.4,0.21,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.079,0.7
César Jasib Montes Castro,Mexico,5.1,0.21,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.7,0.386,2.4
Deroy Duarte,Cape Verde Islands,2.55,0.21,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.85,0.005,0.8
Nicolai Jørgensen,Denmark,1.35,0.21,0.0,2.2,0.45,0.0,0.0,0.0,0.0,0.45,0.319,2.2
Jhon Adolfo Arias Andrade,Colombia,6.0,0.21,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.152,2.0
Piero Aldair Quispe Córdova,Peru,2.0,0.21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,1.0
Diego Nicolás De La Cruz Arcosa,Uruguay,6.4,0.21,0.0,5.7,0.0,0.0,0.7,0.03,0.0,2.0,0.777,14.0
Florian Grillitsch,Austria,5.65,0.21,0.0,5.5,0.0,0.0,0.0,0.0,0.0,1.0,0.238,2.0
Cenk Tosun,Turkey,2.0,0.21,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelechi Promise Iheanacho,Nigeria,3.05,0.2,0.85,4.8,0.85,0.85,0.85,0.073,0.0,0.0,0.13,1.8
André-Frank Zambo Anguissa,Cameroon,5.5,0.2,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yusuf Yazıcı,Turkey,3.65,0.2,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.336,3.3
Guessouma Fofana,Mauritania,3.4,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ádám Szalai,Hungary,1.65,0.2,0.55,2.8,0.0,0.0,0.0,0.0,0.0,0.55,0.09,0.6
Jordy Josué Caicedo Medina,Ecuador,3.0,0.2,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ebrima Colley,Gambia,1.7,0.2,0.85,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.045,1.7
Jin-Su Kim,South Korea,2.8,0.2,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.7,0.249,3.5
Matheus Luiz Nunes,Portugal,3.4,0.2,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.023,1.0
Marwan Mohsen,Egypt,1.35,0.2,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.9
Ladislav Krejčí,Czech Republic,3.0,0.2,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,2.0
Héctor Alfredo Moreno Herrera,Mexico,3.45,0.2,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.123,1.6
Toby Alderweireld,Belgium,7.0,0.2,0.0,3.4,0.0,0.0,0.0,0.0,0.0,1.15,0.616,1.1
Wilfried Stephane Singo,Côte d'Ivoire,5.95,0.2,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.277,3.4
Nedim Bajrami,Albania,3.0,0.2,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
