fighter,division,division_code,td_def,td_acc,td_per15,str_def,str_acc,kd_per15,sub_att_per15,pct_distance,SLpM,SApM,dmg_per_round,finish_rate,decision_rate,gets_finished_rate,times_kod,ko_tko_wins,times_submitted,td_att_per_round,age,reach_in,height_in,stance,style,layoff_days,streak,country,hometown,rank,ctrl_sec_per_round,wins,losses,last_fight_date
John Dodson,Flyweight,flw,0.822,0.289,0.8925061969993476,0.616,0.407,0.6267684279191128,0.13266797129810828,0.6470588235294118,3.2187579908675796,3.5603307240704503,15.143,0.35294117647058826,0.6470588235294118,0.0,0,6,0,0.9024266144814089,41.7,66.0,63.0,Orthodox,balanced,2135,-1.0,,,,21.561252446183953,10.0,7.0,
Jon Delos Reyes,Flyweight,flw,0.556,0.833,2.430328767123288,0.517,0.385,0.7722671232876712,1.3082534246575341,0.0,3.1342397260273973,3.818493150684932,11.667,0.25,0.0,0.75,1,0,2,1.2198698630136984,38.8,67.0,66.0,Orthodox,grappler,3892,-1.0,,,,68.94328767123288,1.0,3.0,
Jordan Espinosa,Flyweight,flw,0.583,0.375,1.08626301369863,0.61,0.49,0.10581369863013698,0.2786027397260274,0.6666666666666666,3.5931917808219183,2.9009945205479455,17.357,0.0,0.6666666666666666,0.3333333333333333,0,0,2,0.9184958904109587,36.6,69.0,66.0,Orthodox,striker,1932,-2.0,,,,29.330630136986304,2.0,4.0,
Jose Johnson,Flyweight,flw,0.52,0.667,1.2503287671232877,0.518,0.542,0.13226712328767123,0.7687534246575343,0.25,2.8182397260273975,2.6739931506849315,10.5,0.25,0.25,0.5,0,0,2,0.9073698630136985,31.1,71.0,72.0,Orthodox,grappler,525,-2.0,,,,49.95328767123288,1.0,3.0,
Jose Ochoa,Flyweight,flw,0.655,0.25,0.9793287671232876,0.586,0.47,0.43126712328767125,0.7967534246575343,0.75,4.221239726027397,3.2434931506849316,23.545,0.25,0.75,0.0,0,1,0,0.9018698630136985,25.5,67.0,67.0,Southpaw,grappler,42,1.0,,,,34.683287671232875,2.0,2.0,
Jose Torres,Flyweight,flw,0.75,0.333,1.5344383561643837,0.502,0.37,0.17635616438356164,0.46433789954337895,0.0,3.6426529680365296,5.612990867579909,17.0,0.5,0.0,0.5,1,1,0,1.293159817351598,33.9,65.0,64.0,Orthodox,striker,2877,-1.0,,,,40.34438356164384,1.0,1.0,
Joseph Benavidez,Flyweight,flw,0.679,0.308,1.5247052054794523,0.571,0.369,0.35732547945205484,0.3214410958904109,0.5714285714285714,3.8052367123287674,3.084717808219178,18.392,0.2857142857142857,0.5714285714285714,0.14285714285714285,2,5,1,1.5147183561643833,41.9,65.0,64.0,Southpaw,striker,1932,-3.0,,,,48.98505205479452,15.0,6.0,
Jussier Formiga,Flyweight,flw,0.871,0.355,1.7911315068493152,0.641,0.396,0.1857068493150685,0.6033013698630136,0.5625,1.7930958904109588,2.569997260273973,6.763,0.1875,0.5625,0.25,4,0,0,1.5935479452054793,41.2,67.0,65.0,Orthodox,balanced,2205,-3.0,,,,77.23331506849316,9.0,7.0,
Kai Asakura,Flyweight,flw,0.5,0.0,0.9483757338551859,0.52,0.328,0.1511624266144814,0.3980039138943248,0.0,2.7524168297455964,3.360849315068493,9.5,0.3333333333333333,0.0,0.6666666666666666,0,1,2,0.8227084148727982,32.6,69.0,68.0,Orthodox,balanced,21,1.0,,,,33.26090019569472,1.0,2.0,
Kai Kara-France,Flyweight,flw,0.839,0.3,0.8218017727639001,0.643,0.402,0.6373021756647865,0.16388396454472198,0.5384615384615384,4.183465753424658,3.2999379532634974,20.941,0.23076923076923078,0.5384615384615384,0.23076923076923078,1,3,2,0.788409347300564,33.2,69.0,64.0,Orthodox,striker,357,-1.0,,,,31.176841257050768,8.0,5.0,
Kevin Borjas,Flyweight,flw,0.789,0.0,0.6638630136986301,0.487,0.437,0.46161369863013696,0.2786027397260274,0.6666666666666666,3.003391780821918,4.4411945205479455,16.462,0.0,0.6666666666666666,0.3333333333333333,2,0,0,1.0372958904109588,28.5,68.0,65.0,Orthodox,balanced,0,1.0,,,,32.1026301369863,2.0,4.0,
Louis Gaudinot,Flyweight,flw,0.312,0.4,1.0515144596651447,0.486,0.373,0.11757077625570776,0.9373363774733637,0.4,2.756213089802131,5.123549467275495,10.333,0.2,0.4,0.2,1,0,0,0.8715509893455098,41.8,63.0,63.0,Orthodox,grappler,4186,-1.0,,,,34.98958904109589,1.0,3.0,
Louis Smolka,Flyweight,flw,0.322,0.353,1.6842204827136336,0.536,0.474,0.20257795172863668,1.576048923679061,0.35294117647058826,4.409567514677104,3.9942354859752123,20.189,0.35294117647058826,0.35294117647058826,0.29411764705882354,2,4,3,1.3897599478147422,34.9,68.0,69.0,Orthodox,grappler,1498,-2.0,,,,69.59839530332683,8.0,9.0,
Malcolm Gordon,Flyweight,flw,0.267,0.357,1.6999663760896637,0.435,0.454,0.09619427148194272,0.9112752179327522,0.14285714285714285,2.786719800747198,2.543449564134496,9.083,0.14285714285714285,0.14285714285714285,0.7142857142857143,2,1,3,1.2661780821917807,36.1,71.0,67.0,Switch,grappler,882,-3.0,,,,62.953300124533,2.0,5.0,
Mark De La Rosa,Flyweight,flw,0.4,0.136,0.947148194271482,0.489,0.355,0.09619427148194272,0.3678206724782067,0.5714285714285714,3.1850834371108347,4.454449564134496,14.5,0.14285714285714285,0.5714285714285714,0.2857142857142857,1,0,1,1.3011780821917809,31.8,65.0,66.0,Orthodox,balanced,2198,-4.0,,,,39.81511830635118,2.0,5.0,
Matheus Nicolau,Flyweight,flw,0.905,0.435,1.3335753424657535,0.658,0.519,0.7833424657534247,0.8098018264840182,0.5454545454545454,3.299461187214612,3.1195963470319636,15.111,0.18181818181818182,0.5454545454545454,0.2727272727272727,3,1,0,1.0087305936073059,33.5,66.0,66.0,Orthodox,grappler,609,-3.0,,,,43.40175342465753,7.0,4.0,
Matt Schnell,Flyweight,flw,0.435,0.455,0.7945538160469667,0.553,0.403,0.14591128506197,1.090334637964775,0.23529411764705882,3.8558532289628187,3.928664057403784,16.867,0.17647058823529413,0.23529411764705882,0.5294117647058824,6,0,3,0.5713313763861708,36.4,70.0,68.0,Orthodox,grappler,14,-2.0,,,,23.989823874755384,7.0,9.0,
Muhammad Mokaev,Flyweight,flw,0.25,0.413,3.966693648816937,0.575,0.454,0.20437608966376092,0.7954570361145703,0.42857142857142855,2.2203561643835616,2.1329950186799502,7.474,0.5714285714285714,0.42857142857142855,0.0,0,0,0,3.03526899128269,25.9,70.0,67.0,Orthodox,grappler,693,7.0,,,,110.94784557907846,7.0,0.0,
Nate Maness,Flyweight,flw,0.8,0.75,1.0343300124533001,0.425,0.502,0.3831942714819427,0.684093399750934,0.42857142857142855,3.1933561643835615,3.7410859277708592,13.933,0.42857142857142855,0.42857142857142855,0.14285714285714285,0,2,1,0.6934508094645081,35.0,72.0,70.0,Orthodox,balanced,735,2.0,,,,40.15875466998755,5.0,2.0,
Neil Seery,Flyweight,flw,0.538,0.278,1.0966936488169365,0.589,0.411,0.29346699875466997,1.240275217932752,0.7142857142857143,3.4568107098381073,3.68699501867995,17.2,0.14285714285714285,0.7142857142857143,0.14285714285714285,0,0,1,1.0962689912826897,46.8,64.0,64.0,Orthodox,grappler,3261,-2.0,,,,32.02602739726028,3.0,4.0,
Ode Osbourne,Flyweight,flw,0.659,0.261,1.0366841257050765,0.493,0.404,0.49277276390008057,0.3795310233682514,0.38461538461538464,2.9759951651893637,3.2999379532634974,12.28,0.23076923076923078,0.38461538461538464,0.38461538461538464,2,3,3,1.0422917002417404,34.4,73.0,67.0,Southpaw,balanced,119,-2.0,,,,25.854488315874296,5.0,8.0,
Rafael Estevam,Flyweight,flw,0.667,0.328,3.3418287671232876,0.45,0.323,0.13226712328767123,0.48025342465753423,0.75,2.5747397260273974,3.9259931506849317,8.833,0.0,0.75,0.25,1,0,0,3.1363698630136985,29.9,69.0,68.0,Orthodox,wrestler,77,-1.0,,,,100.38328767123288,3.0,1.0,
Ramazan Temirov,Flyweight,flw,1.0,0.5,1.386771689497717,0.593,0.402,1.0173561643835616,0.46433789954337895,0.5,3.6456529680365293,3.6403242009132426,19.5,0.5,0.5,0.0,0,1,0,1.1264931506849314,29.4,63.0,64.0,Orthodox,striker,476,2.0,,,,38.02438356164384,2.0,0.0,
Rei Tsuruya,Flyweight,flw,0.5,0.241,2.2992328767123285,0.419,0.422,0.1511624266144814,0.3980039138943248,0.6666666666666666,2.505559686888454,2.9635636007827793,8.167,0.3333333333333333,0.6666666666666666,0.0,0,0,0,2.893994129158513,24.0,68.0,66.0,Orthodox,wrestler,21,1.0,,,,74.01804305283757,2.0,1.0,
Rogerio Bontorin,Flyweight,flw,0.481,0.619,2.38826301369863,0.521,0.524,0.10581369863013698,0.8090027397260273,0.5,2.753791780821918,3.291594520547945,11.643,0.16666666666666666,0.5,0.16666666666666666,1,1,0,1.4758958904109587,34.2,67.0,65.0,Orthodox,grappler,1617,-1.0,,,,71.05463013698629,2.0,3.0,
Ryan Benoit,Flyweight,flw,0.723,0.222,0.7058946259220231,0.582,0.391,0.5701643835616438,0.5071559536354057,0.5555555555555556,3.0028398314014755,3.6032265542676503,13.304,0.2222222222222222,0.5555555555555556,0.2222222222222222,0,2,2,0.7136891464699684,36.8,68.0,65.0,Orthodox,balanced,1785,-3.0,,,,27.518946259220233,3.0,6.0,
Sergio Pettis,Flyweight,flw,0.676,0.4,1.0314794520547945,0.654,0.374,0.1140076103500761,0.4308904109589041,0.8571428571428571,3.745439878234399,3.042219178082192,19.047,0.0,0.8571428571428571,0.14285714285714285,1,0,1,0.8628310502283103,32.8,69.0,66.0,Orthodox,striker,2464,1.0,,,,31.634794520547945,9.0,5.0,
Sumudaerji,Flyweight,flw,0.72,0.357,0.9082420091324201,0.622,0.506,0.25680913242009135,0.5582684931506849,0.5454545454545454,3.938194520547945,2.5541963470319633,20.542,0.09090909090909091,0.5454545454545454,0.2727272727272727,0,1,3,0.8114639269406392,30.4,72.0,68.0,Southpaw,striker,21,0.0,,,,32.621753424657534,6.0,4.0,
Victor Altamirano,Flyweight,flw,0.591,0.359,2.26586301369863,0.541,0.523,0.22041369863013696,0.2786027397260274,0.8333333333333334,3.822391780821918,3.573594520547945,20.562,0.16666666666666666,0.8333333333333334,0.0,0,1,0,2.038695890410959,35.4,70.0,68.0,Switch,balanced,630,-3.0,,,,54.0986301369863,2.0,4.0,
Wilson Reis,Flyweight,flw,0.474,0.429,4.330272360999195,0.559,0.296,0.0622433521353747,0.6272957292506043,0.6153846153846154,2.167701047542305,3.150820306204674,8.469,0.15384615384615385,0.6153846153846154,0.23076923076923078,2,0,1,3.182703464947623,41.5,65.0,64.0,Southpaw,wrestler,2625,-1.0,,,,94.17331184528608,7.0,6.0,
Yuta Sasaki,Flyweight,flw,0.412,0.433,2.605586933614331,0.5,0.414,0.08139515279241306,1.0201559536354057,0.1111111111111111,2.5029936775553216,2.8063804004214963,8.688,0.4444444444444444,0.1111111111111111,0.4444444444444444,1,0,3,1.7410737618545835,36.7,71.0,70.0,Southpaw,grappler,2772,-1.0,,,,50.86356164383562,4.0,5.0,
Zach Makovsky,Flyweight,flw,0.565,0.306,2.966966376089664,0.623,0.43,0.09619427148194272,0.4352752179327522,1.0,2.429719800747198,2.6961768368617687,9.714,0.0,1.0,0.0,0,0,0,3.0995417185554173,43.2,64.0,64.0,Southpaw,wrestler,3479,-3.0,,,,66.35148194271481,3.0,4.0,
Zhalgas Zhumagulov,Flyweight,flw,0.75,0.194,1.4276027397260274,0.522,0.431,0.09619427148194272,0.37100249066002483,0.7142857142857143,4.529719800747198,5.000449564134495,25.0,0.14285714285714285,0.7142857142857143,0.14285714285714285,1,0,0,1.8713599003735988,37.8,66.0,64.0,Switch,striker,1092,-4.0,,,,39.433300124533005,1.0,6.0,
Alexander Volkanovski,Featherweight,fw,0.689,0.34,1.610969696969697,0.587,0.571,0.35556969696969704,0.26120000000000004,0.6111111111111112,5.683854545454546,3.344933333333333,28.81,0.2777777777777778,0.6111111111111112,0.1111111111111111,2,5,0,1.4751151515151515,37.3,71.0,66.0,Orthodox,balanced,140,,,,,55.037818181818174,15.0,3.0,
Movsar Evloev,Featherweight,fw,0.611,0.526,3.8456666666666663,0.613,0.476,0.17689523809523813,0.2901714285714286,1.0,4.020342857142857,3.0006095238095236,19.531,0.0,1.0,0.0,0,0,0,2.5030380952380957,32.1,72.0,67.0,Orthodox,wrestler,91,,,,1.0,89.65942857142856,10.0,0.0,
Diego Lopes,Featherweight,fw,0.742,0.5,1.0713809523809525,0.464,0.478,0.6340380952380953,0.8880285714285715,0.5,3.901771428571429,4.056323809523809,18.25,0.5,0.5,0.0,0,4,0,0.7544666666666667,31.5,72.0,71.0,Orthodox,balanced,6,,,,2.0,35.91657142857143,7.0,3.0,
Lerone Murphy,Featherweight,fw,0.441,0.542,1.2797555555555558,0.604,0.511,0.36750222222222223,0.48282666666666674,0.7272727272727273,4.331720000000001,2.878702222222222,20.794,0.2727272727272727,0.7272727272727273,0.0,0,3,0,0.8332355555555556,34.7,73.0,69.0,Orthodox,striker,91,,,,3.0,39.77813333333334,9.0,1.0,
Aljamain Sterling,Featherweight,fw,0.449,0.322,2.387012345679013,0.592,0.526,0.09172345679012348,0.6217555555555556,0.6086956521739131,4.262585185185185,2.34776049382716,20.1,0.2608695652173913,0.6086956521739131,0.08695652173913043,2,2,0,2.292982716049383,36.7,71.0,67.0,Orthodox,wrestler,56,,,,4.0,86.83451851851851,18.0,5.0,
Yair Rodriguez,Featherweight,fw,0.594,0.294,0.8686666666666667,0.528,0.469,0.4070266666666667,0.61952,0.4375,4.58044,3.7276266666666666,21.391,0.3125,0.4375,0.1875,2,4,1,0.8278266666666667,32.5,71.0,71.0,Orthodox,striker,434,,,,5.0,27.913599999999995,11.0,4.0,
Jean Silva,Featherweight,fw,0.781,0.714,1.3442121212121214,0.533,0.53,1.0212303030303032,0.6763090909090909,0.14285714285714285,4.474072727272728,4.097048484848485,19.571,0.7142857142857143,0.14285714285714285,0.14285714285714285,1,4,0,0.7484121212121213,29.1,69.0,67.0,Orthodox,striker,147,,,,6.0,20.31563636363636,6.0,1.0,
Arnold Allen,Featherweight,fw,0.731,0.6,1.299438596491228,0.602,0.44,0.3482385964912281,0.33275789473684214,0.7333333333333333,3.6894631578947368,3.2249228070175437,16.63,0.26666666666666666,0.7333333333333333,0.0,0,2,0,0.7638175438596493,32.3,70.0,68.0,Southpaw,balanced,35,,,,7.0,42.74378947368421,12.0,3.0,
Youssef Zalal,Featherweight,fw,0.558,0.317,1.7594313725490196,0.649,0.509,0.2863843137254902,1.1117882352941177,0.6923076923076923,3.139105882352941,2.1913254901960784,12.971,0.3076923076923077,0.6923076923076923,0.0,0,0,0,1.6548549019607843,29.6,72.0,70.0,Switch,balanced,56,,,,8.0,73.0430588235294,8.0,4.0,
Kevin Vallejos,Featherweight,fw,0.9,0.333,1.2856666666666667,0.587,0.466,1.3740666666666668,0.27280000000000004,0.25,4.9916,3.5250666666666666,22.857,0.75,0.25,0.0,0,3,0,1.0200666666666667,24.3,68.0,67.0,Switch,striker,98,,,,9.0,37.744,4.0,0.0,
Steve Garcia,Featherweight,fw,0.786,0.571,1.0480222222222224,0.631,0.474,1.4579688888888889,0.46889333333333333,0.18181818181818182,4.293586666666666,2.1512355555555556,17.176,0.6363636363636364,0.18181818181818182,0.18181818181818182,2,7,0,0.6176355555555556,34.1,75.0,72.0,Southpaw,striker,6,,,,10.0,39.118133333333326,8.0,3.0,
Brian Ortega,Featherweight,fw,0.545,0.25,1.0590740740740743,0.493,0.373,0.439362962962963,0.8453555555555555,0.2857142857142857,3.9420444444444445,5.738918518518519,17.667,0.5,0.2857142857142857,0.14285714285714285,2,3,0,1.1519185185185183,34.5,69.0,68.0,Switch,balanced,301,,,,11.0,28.748444444444445,8.0,5.0,
Aaron Pico,Featherweight,fw,0.0,0.5,3.184888888888889,0.452,0.538,0.4127555555555556,0.3637333333333334,0.5,4.923466666666667,3.3700888888888887,28.25,0.0,0.5,0.5,1,0,0,2.122088888888889,29.5,70.0,68.0,Orthodox,wrestler,70,,,,12.0,57.96533333333334,1.0,1.0,
Melquizael Costa,Featherweight,fw,0.509,0.355,1.5256666666666665,0.504,0.47,0.3761809523809524,0.7530285714285715,0.4,4.297485714285714,3.277752380952381,19.25,0.4,0.4,0.2,1,2,1,1.260895238095238,29.7,71.0,70.0,Southpaw,balanced,35,,,,13.0,45.388,7.0,3.0,
David Onama,Featherweight,fw,0.526,0.304,1.187948717948718,0.519,0.5,0.6045025641025641,0.47803076923076926,0.5555555555555556,4.834984615384616,4.4629641025641025,24.238,0.3333333333333333,0.5555555555555556,0.1111111111111111,1,2,0,1.122117948717949,31.4,74.0,71.0,Orthodox,striker,231,,,,14.0,53.59630769230769,6.0,3.0,
Josh Emmett,Featherweight,fw,0.438,0.366,1.1492539682539682,0.596,0.358,0.8076444444444445,0.16140000000000002,0.5294117647058824,3.790371428571429,4.326930158730159,17.222,0.23529411764705882,0.5294117647058824,0.23529411764705882,2,4,2,0.9628349206349207,41.0,70.0,66.0,Orthodox,balanced,98,,,,15.0,26.967238095238095,10.0,7.0,
Alexander Volkov,Heavyweight,hw,0.694,0.625,0.7896273291925466,0.544,0.577,0.3247204968944099,0.16459627329192547,0.5263157894736842,5.11639751552795,3.18111801242236,23.58,0.3684210526315789,0.5263157894736842,0.10526315789473684,1,6,1,0.4011180124223603,37.7,80.0,79.0,Orthodox,striker,42,2.0,Russia,"Moscow, Russia",2.0,29.683850931677018,14.0,5.0,
Ante Delija,Heavyweight,hw,0.75,0.0,0.9387755102040817,0.526,0.381,0.7197959183673469,0.2151020408163265,0.3333333333333333,4.8567346938775495,3.8393877551020408,18.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,1,0,0.5893877551020408,35.9,78.0,75.0,Orthodox,striker,119,-2.0,Croatia,"Dubrovnik, Croatia",10.0,31.089795918367344,1.0,2.0,
Brando Peričić,Heavyweight,hw,0.714,0.0,0.9387755102040817,0.583,0.576,0.9297959183673469,0.2151020408163265,0.0,7.73673469387755,3.972244897959183,34.25,1.0,0.0,0.0,0,3,0,0.503673469387755,31.9,79.0,77.0,Orthodox,striker,49,3.0,Australia,"Semaphore, Australia",13.0,32.37551020408163,3.0,0.0,
Ciryl Gane,Heavyweight,hw,0.471,0.25,0.8939682539682541,0.608,0.616,0.3638095238095238,0.5503174603174603,0.35714285714285715,5.289841269841269,2.6469841269841274,25.11,0.5,0.35714285714285715,0.07142857142857142,0,5,1,0.8647619047619046,36.2,81.0,76.0,Orthodox,striker,6,1.0,France,"La Roche-sur-Yon, Vendée, France",1.0,30.81269841269841,11.0,2.0,
Curtis Blaydes,Heavyweight,hw,0.35,0.478,4.563657142857142,0.539,0.521,0.25074285714285716,0.06022857142857142,0.3333333333333333,4.357485714285714,2.919428571428571,16.85,0.38095238095238093,0.3333333333333333,0.23809523809523808,5,8,0,2.560228571428571,35.3,80.0,76.0,Orthodox,wrestler,70,-1.0,United States,"Naperville, United States",7.0,99.68914285714285,14.0,6.0,
Derrick Lewis,Heavyweight,hw,0.524,0.263,0.6714285714285715,0.399,0.499,0.6141269841269841,0.04182539682539682,0.15625,2.774365079365079,2.701825396825397,9.93,0.5,0.15625,0.34375,9,16,2,0.5957142857142858,41.4,79.0,75.0,Orthodox,balanced,6,-2.0,United States,"New Orleans, United States",11.0,29.473015873015875,20.0,12.0,
Josh Hokit,Heavyweight,hw,0.75,0.333,1.1814285714285715,0.44,0.608,1.0785714285714285,0.1882142857142857,0.25,7.9746428571428565,6.108214285714286,44.6,0.75,0.25,0.0,0,3,0,0.7407142857142857,28.6,73.0,73.0,Orthodox,striker,6,4.0,United States,"Bakersfield, United States",4.0,50.42857142857143,4.0,0.0,
Marcin Tybura,Heavyweight,hw,0.707,0.333,1.3489795918367347,0.552,0.482,0.1553061224489796,0.14806122448979592,0.5,3.80704081632653,3.3309183673469387,16.24,0.25,0.5,0.25,5,5,1,1.1459183673469386,40.6,78.0,75.0,Orthodox,balanced,84,-2.0,Poland,"Uniejow, Poland",12.0,73.75102040816327,14.0,10.0,
Mick Parkin,Heavyweight,hw,0.75,0.364,1.2579365079365081,0.597,0.499,0.45650793650793653,0.16730158730158728,0.8,4.978571428571428,3.897301587301587,23.08,0.2,0.8,0.0,0,1,0,0.8639682539682538,30.7,79.0,76.0,Orthodox,striker,455,-1.0,England,"Sunderland, England",15.0,47.18095238095238,4.0,1.0,
Rizvan Kuniev,Heavyweight,hw,0.913,0.0,1.0952380952380953,0.463,0.438,0.4847619047619047,0.2509523809523809,1.0,4.502857142857142,3.470952380952381,14.67,0.0,1.0,0.0,0,0,0,0.5876190476190476,34.3,76.0,76.0,Orthodox,balanced,133,1.0,Russia,"Makhachkala, Dagestan, Russia",8.0,55.17142857142857,1.0,1.0,
Sergei Pavlovich,Heavyweight,hw,0.75,0.25,0.7707142857142857,0.558,0.442,1.4342857142857142,0.09410714285714285,0.25,4.6448214285714275,3.6541071428571428,16.35,0.5833333333333334,0.25,0.16666666666666666,2,7,0,0.5728571428571428,34.1,84.0,75.0,Southpaw,striker,21,3.0,Russia,Russia,3.0,31.864285714285714,9.0,3.0,
Serghei Spivac,Heavyweight,hw,0.636,0.593,3.3616541353383456,0.522,0.478,0.1530827067669173,0.45819548872180443,0.3333333333333333,3.931954887218045,4.130300751879699,15.45,0.4,0.3333333333333333,0.26666666666666666,4,3,0,1.6539849624060152,31.4,78.0,75.0,Orthodox,wrestler,119,1.0,Moldova,Moldova,6.0,77.37518796992481,9.0,6.0,
Tom Aspinall,Heavyweight,hw,1.0,0.8,2.340816326530612,0.57,0.676,2.350612244897959,1.043265306122449,0.0,6.961224489795918,3.658979591836735,15.91,0.8,0.0,0.1,1,6,0,0.573265306122449,33.2,78.0,77.0,Orthodox,wrestler,238,0.0,England,"Salford, England",,33.473469387755095,8.0,1.0,
Tyrell Fortune,Heavyweight,hw,1.0,0.6,1.9142857142857146,0.573,0.508,0.5817142857142856,0.3011428571428571,1.0,4.63142857142857,3.6311428571428563,10.0,0.0,1.0,0.0,0,0,0,1.039142857142857,,,,,wrestler,84,1.0,United States,"Portland, United States",9.0,58.585714285714275,1.0,0.0,
Valter Walker,Heavyweight,hw,,0.692,3.9190476190476193,0.427,0.522,0.32317460317460317,1.583968253968254,0.2,3.461904761904761,3.2528571428571427,6.71,0.8,0.2,0.0,0,0,0,1.4250793650793652,28.5,78.0,78.0,Orthodox,grappler,238,4.0,Brazil,"State of Rio de Janeiro, Brazil",14.0,83.90317460317459,4.0,1.0,
Waldo Cortes Acosta,Heavyweight,hw,0.739,0.5,0.7000840336134454,0.547,0.486,0.6375630252100839,0.16504201680672267,0.6153846153846154,5.2057142857142855,3.644453781512605,24.48,0.38461538461538464,0.6153846153846154,0.0,0,5,0,0.40621848739495797,34.7,78.0,76.0,Orthodox,striker,42,-1.0,Dominican Republic,"Fundacion, Barahona, Dominican Republic",5.0,31.707563025210085,10.0,3.0,
Aleksandar Rakić,Light Heavyweight,lhw,0.857,0.217,0.7327737373737373,0.512,0.503,0.45511515151515153,0.1578767676767677,0.5454545454545454,3.5681414141414143,2.704404040404041,18.65,0.18181818181818182,0.5454545454545454,0.2727272727272727,3,2,0,0.9372525252525252,34.4,78.0,76.0,Orthodox,balanced,238,,,,15.0,76.80929292929292,6.0,5.0,
Alexander Gustafsson,Light Heavyweight,lhw,0.837,0.396,1.2706639118457301,0.514,0.407,0.5816694214876033,0.32914325068870526,0.2777777777777778,3.357823691460055,3.008457300275482,17.07,0.3888888888888889,0.2777777777777778,0.3333333333333333,3,5,3,1.0908539944903581,39.4,79.0,77.0,Orthodox,balanced,1428,,,,,43.65179063360881,10.0,8.0,
Alonzo Menifield,Light Heavyweight,lhw,0.8,0.357,0.5719366391184573,0.509,0.534,0.4401239669421487,0.19414325068870522,0.3888888888888889,3.1941873278236916,3.2866391184573,16.03,0.3888888888888889,0.3888888888888889,0.2222222222222222,4,5,0,0.5344903581267217,38.7,76.0,72.0,Orthodox,balanced,21,,,,14.0,57.23360881542699,11.0,6.0,
Andreas Michailidis,Light Heavyweight,lhw,0.5,0.273,1.0805757575757575,0.444,0.515,0.21809090909090909,0.13789393939393937,0.5,2.8615151515151513,3.1232575757575756,13.0,0.0,0.5,0.5,2,0,0,1.1573484848484847,37.9,76.0,72.0,Orthodox,balanced,1477,,,,,48.31742424242424,1.0,3.0,
Andrew Sanchez,Light Heavyweight,lhw,1.0,0.367,2.015329004329004,0.507,0.437,0.3539090909090909,0.07879653679653678,0.5,3.735151515151515,4.241861471861472,19.89,0.1,0.5,0.4,4,1,0,1.8413419913419915,38.2,74.0,73.0,Orthodox,balanced,1708,,,,,76.86709956709956,5.0,5.0,
Askar Mozharov,Light Heavyweight,lhw,0.333,0.0,0.928921212121212,0.136,0.182,0.34894545454545456,0.220630303030303,0.0,2.5784242424242425,3.1972121212121207,2.0,0.0,0.0,1.0,1,0,0,0.8757575757575757,31.6,74.0,75.0,Orthodox,balanced,1477,,,,,41.22787878787879,0.0,1.0,
Azamat Murzakanov,Light Heavyweight,lhw,0.889,0.214,0.7798732782369145,0.558,0.565,0.8745206611570248,0.2199228650137741,0.14285714285714285,3.388374655647383,2.7623691460055095,17.69,0.7142857142857143,0.14285714285714285,0.14285714285714285,1,5,0,0.9580716253443526,37.2,71.0,70.0,Southpaw,striker,70,,,,8.0,33.3763085399449,6.0,1.0,
Billy Elekana,Light Heavyweight,lhw,0.0,0.222,0.9555757575757575,0.462,0.565,0.4055909090909091,0.5128939393939393,0.25,2.7615151515151517,3.108257575757576,12.0,0.5,0.25,0.25,0,0,1,1.107348484848485,31.1,77.0,75.0,Southpaw,grappler,140,,,,,47.06742424242424,3.0,1.0,
Bogdan Guskov,Light Heavyweight,lhw,0.571,0.0,0.464460606060606,0.445,0.559,0.8944727272727272,0.47031515151515146,0.16666666666666666,3.6372121212121216,3.3546060606060606,19.9,0.6666666666666666,0.16666666666666666,0.16666666666666666,0,3,1,0.43787878787878787,33.8,76.0,75.0,Orthodox,striker,196,0.0,,,10.0,43.05393939393939,4.0,1.0,
Brendson Ribeiro,Light Heavyweight,lhw,0.214,0.429,0.8995096418732782,0.513,0.419,0.317702479338843,0.41846831955922864,0.2857142857142857,2.503829201101928,3.0932782369146,10.75,0.14285714285714285,0.2857142857142857,0.5714285714285714,3,0,1,0.7671625344352616,29.8,81.0,75.0,Orthodox,balanced,77,,,,,25.803581267217627,2.0,5.0,
Carlos Ulberg,Light Heavyweight,lhw,0.857,0.6,0.6396404040404041,0.507,0.56,0.8863151515151516,0.18354343434343434,0.2727272727272727,4.888141414141415,3.2910707070707073,27.65,0.6363636363636364,0.2727272727272727,0.09090909090909091,1,6,0,0.47525252525252526,35.6,77.0,76.0,Orthodox,striker,70,,,,,21.66262626262626,10.0,1.0,
Chris Daukaus,Light Heavyweight,lhw,1.0,0.0,0.38705050505050503,0.555,0.5,1.3453939393939394,0.09192929292929292,0.0,3.0943434343434344,2.5888383838383837,15.4,0.5,0.0,0.5,4,4,0,0.43156565656565654,36.7,76.0,75.0,Orthodox,balanced,1043,,,,,25.844949494949493,4.0,4.0,
Chris Weidman,Light Heavyweight,lhw,0.724,0.423,2.485191919191919,0.51,0.451,0.3326969696969697,0.6192979797979797,0.3,2.69550505050505,2.8660858585858584,13.04,0.35,0.3,0.35,7,4,0,1.9907828282828284,42.0,78.0,74.0,Orthodox,grappler,560,,,,,76.25580808080808,12.0,8.0,
